    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8813	    0.0873
       1.0	    0.8812	    0.1247
       2.0	    0.8810	    0.2368
       3.0	    0.8806	    0.4236
       4.0	    0.8800	    0.6849
       5.0	    0.8792	    1.0204
       6.0	    0.8782	    1.4301
       6.0	    1.0470	    0.0539
       7.0	    1.0459	    0.6185
       8.0	    1.0446	    1.1843
       9.0	    1.0434	    1.7521
      10.0	    1.0421	    2.3222
      11.0	    1.0408	    2.8955
      12.0	    1.0396	    3.4726
      13.0	    1.0384	    4.0540
      14.0	    1.0373	    4.6404
      15.0	    1.0363	    5.2323
      16.0	    1.0354	    5.8302
      17.0	    1.0346	    6.4346
      18.0	    1.0340	    7.0458
      19.0	    1.0335	    7.6641
      20.0	    1.0331	    8.2899
      21.0	    1.0329	    8.9233
      22.0	    1.0328	    9.5645
      23.0	    1.0328	   10.2138
      24.0	    1.0330	   10.8713
      25.0	    1.0333	   11.5372
      26.0	    1.0338	   12.2117
      27.0	    1.0343	   12.8949
      28.0	    1.0349	   13.5868
      29.0	    1.0357	   14.2877
      30.0	    1.0364	   14.9976
      31.0	    1.0373	   15.7166
      32.0	    1.0381	   16.4446
      33.0	    1.0390	   17.1816
      34.0	    1.0399	   17.9275
      35.0	    1.0408	   18.6822
      36.0	    1.0417	   19.4454
      37.0	    1.0426	   20.2169
      38.0	    1.0434	   20.9965
      39.0	    1.0442	   21.7836
      40.0	    1.0449	   22.5780
      41.0	    1.0455	   23.3791
      42.0	    1.0461	   24.1864
      43.0	    1.0467	   24.9993
      44.0	    1.0472	   25.8171
      45.0	    1.0476	   26.6392
      46.0	    1.0480	   27.4649
      47.0	    1.0484	   28.2933
      48.0	    1.0487	   29.1235
      49.0	    1.0490	   29.9549
      50.0	    1.0492	   30.7865
      51.0	    1.0494	   31.6174
      52.0	    1.0496	   32.4470
      53.0	    1.0497	   33.2742
      54.0	    1.0498	   34.0985
      55.0	    1.0499	   34.9192
      56.0	    1.0500	   35.7356
      57.0	    1.0500	   36.5472
      58.0	    1.0500	   37.3535
      59.0	    1.0499	   38.1543
      60.0	    1.0499	   38.9493
      61.0	    1.0499	   39.7384
      62.0	    1.0498	   40.5214
      63.0	    1.0497	   41.2986
      64.0	    1.0497	   42.0699
      65.0	    1.0497	   42.8357
      66.0	    1.0496	   43.5964
      67.0	    1.0497	   44.3522
      68.0	    1.0497	   45.1037
      69.0	    1.0498	   45.8514
      70.0	    1.0498	   46.5960
      71.0	    1.0499	   47.3379
      72.0	    1.0501	   48.0778
      73.0	    1.0502	   48.8164
      74.0	    1.0503	   49.5542
      75.0	    1.0504	   50.2918
      76.0	    1.0505	   51.0297
      77.0	    1.0506	   51.7685
      78.0	    1.0506	   52.5086
      79.0	    1.0506	   53.2503
      80.0	    1.0506	   53.9940
      81.0	    1.0505	   54.7400
      82.0	    1.0503	   55.4885
      83.0	    1.0501	   56.2396
      84.0	    1.0498	   56.9934
      85.0	    1.0494	   57.7499
      86.0	    1.0490	   58.5091
      87.0	    1.0484	   59.2710
      88.0	    1.0478	   60.0355
      89.0	    1.0472	   60.8023
      90.0	    1.0464	   61.5714
      91.0	    1.0456	   62.3425
      92.0	    1.0448	   63.1156
      93.0	    1.0439	   63.8904
      94.0	    1.0430	   64.6668
      95.0	    1.0420	   65.4449
      96.0	    1.0410	   66.2247
      97.0	    1.0401	   67.0064
      98.0	    1.0391	   67.7900
      99.0	    1.0382	   68.5760
     100.0	    1.0374	   69.3646
     101.0	    1.0366	   70.1565
     102.0	    1.0359	   70.9520
     103.0	    1.0353	   71.7519
     104.0	    1.0347	   72.5568
     105.0	    1.0343	   73.3674
     106.0	    1.0340	   74.1845
     107.0	    1.0338	   75.0089
     108.0	    1.0336	   75.8414
     109.0	    1.0336	   76.6828
     110.0	    1.0337	   77.5338
     111.0	    1.0339	   78.3954
     112.0	    1.0342	   79.2681
     113.0	    1.0346	   80.1528
     114.0	    1.0351	   81.0499
     115.0	    1.0358	   81.9599
     116.0	    1.0364	   82.8832
