    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8761	    0.1090
       1.0	    0.8761	    0.1474
       2.0	    0.8758	    0.2626
       3.0	    0.8754	    0.4544
       4.0	    0.8748	    0.7228
       5.0	    0.8739	    1.0675
       6.0	    0.8728	    1.4883
       6.0	    1.0465	    0.0789
       7.0	    1.0453	    0.6595
       8.0	    1.0439	    1.2407
       9.0	    1.0425	    1.8233
      10.0	    1.0411	    2.4077
      11.0	    1.0397	    2.9947
      12.0	    1.0383	    3.5850
      13.0	    1.0370	    4.1793
      14.0	    1.0358	    4.7782
      15.0	    1.0346	    5.3823
      16.0	    1.0336	    5.9922
      17.0	    1.0326	    6.6085
      18.0	    1.0319	    7.2316
      19.0	    1.0312	    7.8619
      20.0	    1.0308	    8.4998
      21.0	    1.0304	    9.1458
      22.0	    1.0303	    9.8001
      23.0	    1.0302	   10.4632
      24.0	    1.0304	   11.1354
      25.0	    1.0306	   11.8170
      26.0	    1.0310	   12.5084
      27.0	    1.0316	   13.2099
      28.0	    1.0322	   13.9218
      29.0	    1.0329	   14.6444
      30.0	    1.0337	   15.3780
      31.0	    1.0346	   16.1227
      32.0	    1.0356	   16.8786
      33.0	    1.0366	   17.6459
      34.0	    1.0376	   18.4244
      35.0	    1.0386	   19.2141
      36.0	    1.0397	   20.0148
      37.0	    1.0407	   20.8264
      38.0	    1.0416	   21.6484
      39.0	    1.0426	   22.4804
      40.0	    1.0435	   23.3221
      41.0	    1.0443	   24.1728
      42.0	    1.0450	   25.0319
      43.0	    1.0457	   25.8988
      44.0	    1.0464	   26.7725
      45.0	    1.0470	   27.6523
      46.0	    1.0475	   28.5373
      47.0	    1.0480	   29.4263
      48.0	    1.0484	   30.3185
      49.0	    1.0488	   31.2126
      50.0	    1.0491	   32.1075
      51.0	    1.0494	   33.0022
      52.0	    1.0496	   33.8954
      53.0	    1.0498	   34.7861
      54.0	    1.0500	   35.6732
      55.0	    1.0501	   36.5557
      56.0	    1.0502	   37.4327
      57.0	    1.0503	   38.3033
      58.0	    1.0503	   39.1669
      59.0	    1.0503	   40.0227
      60.0	    1.0502	   40.8703
      61.0	    1.0502	   41.7093
      62.0	    1.0501	   42.5394
      63.0	    1.0501	   43.3605
      64.0	    1.0500	   44.1726
      65.0	    1.0500	   44.9759
      66.0	    1.0500	   45.7705
      67.0	    1.0500	   46.5568
      68.0	    1.0500	   47.3353
      69.0	    1.0500	   48.1064
      70.0	    1.0501	   48.8710
      71.0	    1.0501	   49.6295
      72.0	    1.0502	   50.3828
      73.0	    1.0503	   51.1316
      74.0	    1.0503	   51.8767
      75.0	    1.0504	   52.6189
      76.0	    1.0504	   53.3589
      77.0	    1.0504	   54.0975
      78.0	    1.0504	   54.8354
      79.0	    1.0504	   55.5732
      80.0	    1.0503	   56.3116
      81.0	    1.0501	   57.0511
      82.0	    1.0499	   57.7922
      83.0	    1.0496	   58.5354
      84.0	    1.0493	   59.2810
      85.0	    1.0489	   60.0294
      86.0	    1.0484	   60.7808
      87.0	    1.0479	   61.5354
      88.0	    1.0473	   62.2934
      89.0	    1.0466	   63.0548
      90.0	    1.0458	   63.8196
      91.0	    1.0450	   64.5879
      92.0	    1.0441	   65.3596
      93.0	    1.0431	   66.1348
      94.0	    1.0421	   66.9133
      95.0	    1.0411	   67.6953
      96.0	    1.0400	   68.4808
      97.0	    1.0389	   69.2701
      98.0	    1.0379	   70.0633
      99.0	    1.0369	   70.8607
     100.0	    1.0359	   71.6627
     101.0	    1.0350	   72.4698
     102.0	    1.0341	   73.2824
     103.0	    1.0334	   74.1012
     104.0	    1.0327	   74.9268
     105.0	    1.0321	   75.7598
     106.0	    1.0317	   76.6010
     107.0	    1.0314	   77.4510
     108.0	    1.0312	   78.3107
     109.0	    1.0311	   79.1808
     110.0	    1.0312	   80.0620
     111.0	    1.0314	   80.9550
     112.0	    1.0317	   81.8605
     113.0	    1.0322	   82.7791
     114.0	    1.0327	   83.7112
     115.0	    1.0334	   84.6572
     116.0	    1.0342	   85.6173
