    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9150	   -0.1961
       1.0	    0.9150	   -0.1600
       2.0	    0.9147	   -0.0516
       3.0	    0.9143	    0.1290
       4.0	    0.9137	    0.3819
       5.0	    0.9129	    0.7071
       6.0	    0.9119	    1.1047
       6.0	    1.0470	    0.0222
       7.0	    1.0458	    0.5591
       8.0	    1.0445	    1.0995
       9.0	    1.0432	    1.6442
      10.0	    1.0418	    2.1943
      11.0	    1.0404	    2.7505
      12.0	    1.0390	    3.3139
      13.0	    1.0377	    3.8850
      14.0	    1.0364	    4.4648
      15.0	    1.0351	    5.0537
      16.0	    1.0339	    5.6524
      17.0	    1.0328	    6.2613
      18.0	    1.0318	    6.8806
      19.0	    1.0310	    7.5107
      20.0	    1.0302	    8.1517
      21.0	    1.0296	    8.8036
      22.0	    1.0291	    9.4666
      23.0	    1.0287	   10.1407
      24.0	    1.0285	   10.8258
      25.0	    1.0284	   11.5220
      26.0	    1.0284	   12.2293
      27.0	    1.0286	   12.9475
      28.0	    1.0289	   13.6767
      29.0	    1.0293	   14.4167
      30.0	    1.0299	   15.1676
      31.0	    1.0306	   15.9292
      32.0	    1.0314	   16.7013
      33.0	    1.0323	   17.4838
      34.0	    1.0332	   18.2767
      35.0	    1.0342	   19.0796
      36.0	    1.0353	   19.8923
      37.0	    1.0364	   20.7148
      38.0	    1.0375	   21.5467
      39.0	    1.0386	   22.3878
      40.0	    1.0397	   23.2379
      41.0	    1.0408	   24.0966
      42.0	    1.0418	   24.9636
      43.0	    1.0428	   25.8385
      44.0	    1.0438	   26.7209
      45.0	    1.0448	   27.6103
      46.0	    1.0457	   28.5061
      47.0	    1.0465	   29.4077
      48.0	    1.0473	   30.3143
      49.0	    1.0480	   31.2251
      50.0	    1.0487	   32.1393
      51.0	    1.0493	   33.0561
      52.0	    1.0499	   33.9746
      53.0	    1.0503	   34.8938
      54.0	    1.0507	   35.8129
      55.0	    1.0510	   36.7310
      56.0	    1.0512	   37.6473
      57.0	    1.0514	   38.5609
      58.0	    1.0514	   39.4711
      59.0	    1.0514	   40.3772
      60.0	    1.0513	   41.2786
      61.0	    1.0512	   42.1747
      62.0	    1.0510	   43.0650
      63.0	    1.0507	   43.9490
      64.0	    1.0505	   44.8263
      65.0	    1.0502	   45.6968
      66.0	    1.0500	   46.5601
      67.0	    1.0497	   47.4161
      68.0	    1.0495	   48.2649
      69.0	    1.0493	   49.1064
      70.0	    1.0491	   49.9408
      71.0	    1.0490	   50.7683
      72.0	    1.0489	   51.5893
      73.0	    1.0488	   52.4041
      74.0	    1.0488	   53.2132
      75.0	    1.0488	   54.0170
      76.0	    1.0489	   54.8161
      77.0	    1.0489	   55.6111
      78.0	    1.0490	   56.4024
      79.0	    1.0491	   57.1907
      80.0	    1.0493	   57.9766
      81.0	    1.0494	   58.7605
      82.0	    1.0495	   59.5430
      83.0	    1.0496	   60.3247
      84.0	    1.0497	   61.1060
      85.0	    1.0498	   61.8873
      86.0	    1.0498	   62.6691
      87.0	    1.0498	   63.4518
      88.0	    1.0497	   64.2356
      89.0	    1.0495	   65.0208
      90.0	    1.0493	   65.8076
      91.0	    1.0489	   66.5962
      92.0	    1.0484	   67.3867
      93.0	    1.0479	   68.1793
      94.0	    1.0472	   68.9741
      95.0	    1.0464	   69.7712
      96.0	    1.0455	   70.5710
      97.0	    1.0445	   71.3736
      98.0	    1.0434	   72.1793
      99.0	    1.0422	   72.9885
     100.0	    1.0410	   73.8018
     101.0	    1.0398	   74.6194
     102.0	    1.0385	   75.4422
     103.0	    1.0373	   76.2706
     104.0	    1.0360	   77.1054
     105.0	    1.0348	   77.9473
     106.0	    1.0337	   78.7971
     107.0	    1.0326	   79.6556
     108.0	    1.0315	   80.5235
     109.0	    1.0306	   81.4018
     110.0	    1.0298	   82.2913
     111.0	    1.0291	   83.1927
     112.0	    1.0286	   84.1069
     113.0	    1.0282	   85.0347
     114.0	    1.0279	   85.9765
     115.0	    1.0278	   86.9331
     116.0	    1.0278	   87.9050
