    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9059	   -0.1248
       1.0	    0.9059	   -0.0919
       2.0	    0.9057	    0.0069
       3.0	    0.9054	    0.1714
       4.0	    0.9050	    0.4017
       5.0	    0.9044	    0.6976
       6.0	    0.9037	    1.0590
       6.0	    1.0484	   -0.1682
       7.0	    1.0475	    0.3074
       8.0	    1.0466	    0.7847
       9.0	    1.0457	    1.2641
      10.0	    1.0447	    1.7460
      11.0	    1.0437	    2.2310
      12.0	    1.0428	    2.7195
      13.0	    1.0418	    3.2119
      14.0	    1.0409	    3.7087
      15.0	    1.0401	    4.2102
      16.0	    1.0394	    4.7167
      17.0	    1.0387	    5.2284
      18.0	    1.0381	    5.7455
      19.0	    1.0377	    6.2682
      20.0	    1.0373	    6.7966
      21.0	    1.0370	    7.3307
      22.0	    1.0368	    7.8706
      23.0	    1.0368	    8.4164
      24.0	    1.0368	    8.9679
      25.0	    1.0369	    9.5253
      26.0	    1.0371	   10.0887
      27.0	    1.0374	   10.6579
      28.0	    1.0378	   11.2332
      29.0	    1.0382	   11.8146
      30.0	    1.0387	   12.4020
      31.0	    1.0393	   12.9957
      32.0	    1.0399	   13.5957
      33.0	    1.0405	   14.2020
      34.0	    1.0411	   14.8146
      35.0	    1.0418	   15.4337
      36.0	    1.0425	   16.0591
      37.0	    1.0431	   16.6910
      38.0	    1.0438	   17.3291
      39.0	    1.0444	   17.9735
      40.0	    1.0451	   18.6240
      41.0	    1.0457	   19.2803
      42.0	    1.0463	   19.9424
      43.0	    1.0468	   20.6097
      44.0	    1.0474	   21.2821
      45.0	    1.0479	   21.9591
      46.0	    1.0484	   22.6402
      47.0	    1.0489	   23.3250
      48.0	    1.0493	   24.0128
      49.0	    1.0497	   24.7031
      50.0	    1.0501	   25.3952
      51.0	    1.0505	   26.0885
      52.0	    1.0508	   26.7822
      53.0	    1.0511	   27.4757
      54.0	    1.0514	   28.1684
      55.0	    1.0516	   28.8595
      56.0	    1.0518	   29.5484
      57.0	    1.0520	   30.2345
      58.0	    1.0521	   30.9172
      59.0	    1.0522	   31.5960
      60.0	    1.0522	   32.2704
      61.0	    1.0523	   32.9399
      62.0	    1.0523	   33.6042
      63.0	    1.0523	   34.2629
      64.0	    1.0523	   34.9159
      65.0	    1.0523	   35.5629
      66.0	    1.0523	   36.2038
      67.0	    1.0523	   36.8386
      68.0	    1.0523	   37.4673
      69.0	    1.0523	   38.0899
      70.0	    1.0523	   38.7067
      71.0	    1.0523	   39.3178
      72.0	    1.0523	   39.9236
      73.0	    1.0522	   40.5244
      74.0	    1.0522	   41.1205
      75.0	    1.0521	   41.7123
      76.0	    1.0520	   42.3003
      77.0	    1.0519	   42.8850
      78.0	    1.0517	   43.4669
      79.0	    1.0516	   44.0463
      80.0	    1.0513	   44.6239
      81.0	    1.0511	   45.2002
      82.0	    1.0508	   45.7756
      83.0	    1.0505	   46.3506
      84.0	    1.0501	   46.9256
      85.0	    1.0497	   47.5013
      86.0	    1.0493	   48.0778
      87.0	    1.0489	   48.6557
      88.0	    1.0484	   49.2354
      89.0	    1.0479	   49.8171
      90.0	    1.0473	   50.4013
      91.0	    1.0468	   50.9882
      92.0	    1.0462	   51.5781
      93.0	    1.0456	   52.1713
      94.0	    1.0449	   52.7680
      95.0	    1.0443	   53.3687
      96.0	    1.0436	   53.9734
      97.0	    1.0430	   54.5826
      98.0	    1.0424	   55.1965
      99.0	    1.0417	   55.8154
     100.0	    1.0411	   56.4395
     101.0	    1.0405	   57.0693
     102.0	    1.0400	   57.7050
     103.0	    1.0394	   58.3470
     104.0	    1.0390	   58.9955
     105.0	    1.0386	   59.6510
     106.0	    1.0382	   60.3137
     107.0	    1.0379	   60.9840
     108.0	    1.0377	   61.6622
     109.0	    1.0376	   62.3486
     110.0	    1.0375	   63.0434
     111.0	    1.0375	   63.7470
     112.0	    1.0376	   64.4595
     113.0	    1.0378	   65.1812
     114.0	    1.0381	   65.9120
     115.0	    1.0385	   66.6520
     116.0	    1.0390	   67.4011
