    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8668	   -0.5316
       1.0	    0.8667	   -0.4977
       2.0	    0.8664	   -0.3962
       3.0	    0.8659	   -0.2273
       4.0	    0.8652	    0.0087
       5.0	    0.8642	    0.3113
       6.0	    0.8630	    0.6799
       6.0	    1.0461	   -0.0968
       7.0	    1.0444	    0.4994
       8.0	    1.0426	    1.0945
       9.0	    1.0407	    1.6905
      10.0	    1.0388	    2.2892
      11.0	    1.0369	    2.8928
      12.0	    1.0351	    3.5031
      13.0	    1.0334	    4.1221
      14.0	    1.0318	    4.7517
      15.0	    1.0303	    5.3936
      16.0	    1.0290	    6.0492
      17.0	    1.0279	    6.7200
      18.0	    1.0269	    7.4071
      19.0	    1.0260	    8.1117
      20.0	    1.0254	    8.8348
      21.0	    1.0248	    9.5773
      22.0	    1.0245	   10.3404
      23.0	    1.0242	   11.1249
      24.0	    1.0241	   11.9320
      25.0	    1.0241	   12.7627
      26.0	    1.0243	   13.6181
      27.0	    1.0245	   14.4994
      28.0	    1.0249	   15.4077
      29.0	    1.0254	   16.3441
      30.0	    1.0260	   17.3095
      31.0	    1.0267	   18.3048
      32.0	    1.0275	   19.3309
      33.0	    1.0283	   20.3883
      34.0	    1.0293	   21.4775
      35.0	    1.0302	   22.5990
      36.0	    1.0312	   23.7529
      37.0	    1.0323	   24.9393
      38.0	    1.0333	   26.1581
      39.0	    1.0344	   27.4092
      40.0	    1.0354	   28.6923
      41.0	    1.0364	   30.0068
      42.0	    1.0375	   31.3524
      43.0	    1.0385	   32.7280
      44.0	    1.0395	   34.1329
      45.0	    1.0406	   35.5660
      46.0	    1.0416	   37.0258
      47.0	    1.0427	   38.5109
      48.0	    1.0438	   40.0195
      49.0	    1.0448	   41.5495
      50.0	    1.0459	   43.0989
      51.0	    1.0470	   44.6653
      52.0	    1.0480	   46.2463
      53.0	    1.0489	   47.8391
      54.0	    1.0498	   49.4414
      55.0	    1.0506	   51.0504
      56.0	    1.0513	   52.6636
      57.0	    1.0518	   54.2785
      58.0	    1.0522	   55.8928
      59.0	    1.0524	   57.5043
      60.0	    1.0525	   59.1110
      61.0	    1.0524	   60.7110
      62.0	    1.0521	   62.3028
      63.0	    1.0517	   63.8847
      64.0	    1.0512	   65.4554
      65.0	    1.0505	   67.0138
      66.0	    1.0498	   68.5588
      67.0	    1.0490	   70.0895
      68.0	    1.0482	   71.6052
      69.0	    1.0473	   73.1053
      70.0	    1.0465	   74.5893
      71.0	    1.0456	   76.0570
      72.0	    1.0448	   77.5080
      73.0	    1.0440	   78.9424
      74.0	    1.0433	   80.3601
      75.0	    1.0426	   81.7612
      76.0	    1.0420	   83.1460
      77.0	    1.0415	   84.5145
      78.0	    1.0411	   85.8673
      79.0	    1.0409	   87.2044
      80.0	    1.0407	   88.5262
      81.0	    1.0408	   89.8332
      82.0	    1.0410	   91.1255
      83.0	    1.0414	   92.4037
      84.0	    1.0419	   93.6681
      85.0	    1.0426	   94.9189
      86.0	    1.0434	   96.1567
      87.0	    1.0443	   97.3818
      88.0	    1.0453	   98.5944
      89.0	    1.0464	   99.7949
      90.0	    1.0475	  100.9836
      91.0	    1.0486	  102.1606
      92.0	    1.0496	  103.3263
      93.0	    1.0506	  104.4810
      94.0	    1.0515	  105.6250
      95.0	    1.0522	  106.7588
      96.0	    1.0528	  107.8830
      97.0	    1.0532	  108.9985
      98.0	    1.0535	  110.1061
      99.0	    1.0536	  111.2072
     100.0	    1.0535	  112.3030
     101.0	    1.0533	  113.3953
     102.0	    1.0530	  114.4860
     103.0	    1.0524	  115.5770
     104.0	    1.0518	  116.6705
     105.0	    1.0510	  117.7691
     106.0	    1.0500	  118.8751
     107.0	    1.0489	  119.9911
     108.0	    1.0477	  121.1199
     109.0	    1.0464	  122.2642
     110.0	    1.0450	  123.4268
     111.0	    1.0435	  124.6104
     112.0	    1.0418	  125.8179
     113.0	    1.0402	  127.0520
     114.0	    1.0385	  128.3154
     115.0	    1.0368	  129.6106
     116.0	    1.0351	  130.9401
