    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5958
       0.0	    0.5642	    0.4262
       1.0	    0.5642	    0.4644
       2.0	    0.5642	    0.5790
       3.0	    0.5641	    0.7698
       4.0	    0.5639	    1.0367
       5.0	    0.5637	    1.3793
       6.0	    0.5635	    1.7974
       6.0	    1.0448	   -0.4022
       7.0	    1.0445	   -0.0491
       8.0	    1.0442	    0.3055
       9.0	    1.0439	    0.6615
      10.0	    1.0436	    1.0186
      11.0	    1.0433	    1.3769
      12.0	    1.0431	    1.7362
      13.0	    1.0429	    2.0964
      14.0	    1.0427	    2.4576
      15.0	    1.0426	    2.8197
      16.0	    1.0425	    3.1829
      17.0	    1.0425	    3.5473
      18.0	    1.0425	    3.9128
      19.0	    1.0426	    4.2799
      20.0	    1.0426	    4.6486
      21.0	    1.0427	    5.0192
      22.0	    1.0429	    5.3919
      23.0	    1.0430	    5.7673
      24.0	    1.0432	    6.1455
      25.0	    1.0434	    6.5270
      26.0	    1.0436	    6.9123
      27.0	    1.0438	    7.3017
      28.0	    1.0440	    7.6956
      29.0	    1.0442	    8.0945
      30.0	    1.0443	    8.4989
      31.0	    1.0445	    8.9090
      32.0	    1.0447	    9.3253
      33.0	    1.0448	    9.7480
      34.0	    1.0449	   10.1774
      35.0	    1.0451	   10.6137
      36.0	    1.0452	   11.0570
      37.0	    1.0452	   11.5073
      38.0	    1.0453	   11.9647
      39.0	    1.0453	   12.4290
      40.0	    1.0454	   12.9001
      41.0	    1.0454	   13.3777
      42.0	    1.0454	   13.8616
      43.0	    1.0454	   14.3513
      44.0	    1.0454	   14.8465
      45.0	    1.0454	   15.3465
      46.0	    1.0454	   15.8510
      47.0	    1.0454	   16.3592
      48.0	    1.0454	   16.8707
      49.0	    1.0454	   17.3847
      50.0	    1.0454	   17.9007
      51.0	    1.0455	   18.4180
      52.0	    1.0455	   18.9359
      53.0	    1.0455	   19.4538
      54.0	    1.0455	   19.9713
      55.0	    1.0455	   20.4876
      56.0	    1.0456	   21.0024
      57.0	    1.0456	   21.5153
      58.0	    1.0456	   22.0258
      59.0	    1.0456	   22.5337
      60.0	    1.0456	   23.0388
      61.0	    1.0455	   23.5410
      62.0	    1.0455	   24.0403
      63.0	    1.0455	   24.5368
      64.0	    1.0454	   25.0305
      65.0	    1.0453	   25.5218
      66.0	    1.0452	   26.0109
      67.0	    1.0451	   26.4981
      68.0	    1.0450	   26.9840
      69.0	    1.0449	   27.4688
      70.0	    1.0447	   27.9531
      71.0	    1.0446	   28.4373
      72.0	    1.0444	   28.9220
      73.0	    1.0443	   29.4077
      74.0	    1.0441	   29.8947
      75.0	    1.0440	   30.3836
      76.0	    1.0439	   30.8746
      77.0	    1.0437	   31.3682
      78.0	    1.0437	   31.8645
      79.0	    1.0436	   32.3639
      80.0	    1.0435	   32.8664
      81.0	    1.0435	   33.3721
      82.0	    1.0435	   33.8811
      83.0	    1.0436	   34.3932
      84.0	    1.0437	   34.9084
      85.0	    1.0437	   35.4264
      86.0	    1.0439	   35.9469
      87.0	    1.0440	   36.4697
      88.0	    1.0442	   36.9945
      89.0	    1.0443	   37.5209
      90.0	    1.0445	   38.0484
      91.0	    1.0447	   38.5766
      92.0	    1.0449	   39.1052
      93.0	    1.0451	   39.6338
