    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5958
       0.0	    0.6423	   -1.8597
       1.0	    0.6423	   -1.8430
       2.0	    0.6421	   -1.7929
       3.0	    0.6420	   -1.7093
       4.0	    0.6417	   -1.5923
       5.0	    0.6413	   -1.4418
       6.0	    0.6408	   -1.2580
       6.0	    1.0485	    1.6974
       7.0	    1.0458	    2.3196
       8.0	    1.0429	    2.9586
       9.0	    1.0400	    3.6136
      10.0	    1.0370	    4.2838
      11.0	    1.0340	    4.9684
      12.0	    1.0311	    5.6664
      13.0	    1.0284	    6.3768
      14.0	    1.0258	    7.0982
      15.0	    1.0234	    7.8293
      16.0	    1.0212	    8.5681
      17.0	    1.0193	    9.3129
      18.0	    1.0177	   10.0614
      19.0	    1.0164	   10.8117
      20.0	    1.0155	   11.5617
      21.0	    1.0149	   12.3097
      22.0	    1.0147	   13.0540
      23.0	    1.0149	   13.7935
      24.0	    1.0154	   14.5273
      25.0	    1.0163	   15.2550
      26.0	    1.0176	   15.9766
      27.0	    1.0192	   16.6924
      28.0	    1.0211	   17.4030
      29.0	    1.0233	   18.1096
      30.0	    1.0256	   18.8134
      31.0	    1.0282	   19.5159
      32.0	    1.0308	   20.2189
      33.0	    1.0334	   20.9246
      34.0	    1.0361	   21.6351
      35.0	    1.0386	   22.3530
      36.0	    1.0410	   23.0812
      37.0	    1.0432	   23.8224
      38.0	    1.0452	   24.5798
      39.0	    1.0469	   25.3564
      40.0	    1.0484	   26.1552
      41.0	    1.0496	   26.9789
      42.0	    1.0506	   27.8302
      43.0	    1.0514	   28.7111
      44.0	    1.0520	   29.6234
      45.0	    1.0525	   30.5683
      46.0	    1.0530	   31.5465
      47.0	    1.0534	   32.5581
      48.0	    1.0539	   33.6029
      49.0	    1.0543	   34.6801
      50.0	    1.0547	   35.7884
      51.0	    1.0552	   36.9260
      52.0	    1.0557	   38.0909
      53.0	    1.0562	   39.2805
      54.0	    1.0566	   40.4920
      55.0	    1.0570	   41.7221
      56.0	    1.0573	   42.9675
      57.0	    1.0575	   44.2244
      58.0	    1.0575	   45.4889
      59.0	    1.0574	   46.7571
      60.0	    1.0572	   48.0252
      61.0	    1.0568	   49.2892
      62.0	    1.0564	   50.5455
      63.0	    1.0558	   51.7907
      64.0	    1.0552	   53.0216
      65.0	    1.0545	   54.2354
      66.0	    1.0538	   55.4297
      67.0	    1.0530	   56.6024
      68.0	    1.0523	   57.7518
      69.0	    1.0516	   58.8766
      70.0	    1.0508	   59.9761
      71.0	    1.0501	   61.0498
      72.0	    1.0494	   62.0978
      73.0	    1.0487	   63.1208
      74.0	    1.0479	   64.1199
      75.0	    1.0472	   65.0965
      76.0	    1.0465	   66.0527
      77.0	    1.0457	   66.9912
      78.0	    1.0450	   67.9146
      79.0	    1.0444	   68.8263
      80.0	    1.0438	   69.7295
      81.0	    1.0433	   70.6277
      82.0	    1.0430	   71.5244
      83.0	    1.0427	   72.4229
      84.0	    1.0426	   73.3263
      85.0	    1.0426	   74.2376
      86.0	    1.0427	   75.1595
      87.0	    1.0430	   76.0941
      88.0	    1.0433	   77.0437
      89.0	    1.0437	   78.0098
      90.0	    1.0442	   78.9938
      91.0	    1.0446	   79.9971
      92.0	    1.0450	   81.0205
      93.0	    1.0453	   82.0649
