    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9115	   -0.2376
       1.0	    0.9115	   -0.2049
       2.0	    0.9113	   -0.1065
       3.0	    0.9109	    0.0573
       4.0	    0.9105	    0.2866
       5.0	    0.9098	    0.5813
       6.0	    0.9090	    0.9413
       6.0	    1.0480	   -0.1453
       7.0	    1.0471	    0.3484
       8.0	    1.0461	    0.8442
       9.0	    1.0450	    1.3428
      10.0	    1.0440	    1.8448
      11.0	    1.0429	    2.3510
      12.0	    1.0418	    2.8619
      13.0	    1.0407	    3.3782
      14.0	    1.0397	    3.9003
      15.0	    1.0388	    4.4289
      16.0	    1.0379	    4.9641
      17.0	    1.0371	    5.5065
      18.0	    1.0365	    6.0561
      19.0	    1.0359	    6.6133
      20.0	    1.0354	    7.1780
      21.0	    1.0350	    7.7503
      22.0	    1.0348	    8.3304
      23.0	    1.0346	    8.9180
      24.0	    1.0346	    9.5133
      25.0	    1.0347	   10.1161
      26.0	    1.0349	   10.7263
      27.0	    1.0352	   11.3440
      28.0	    1.0355	   11.9691
      29.0	    1.0360	   12.6014
      30.0	    1.0365	   13.2410
      31.0	    1.0371	   13.8878
      32.0	    1.0378	   14.5416
      33.0	    1.0385	   15.2025
      34.0	    1.0392	   15.8703
      35.0	    1.0400	   16.5449
      36.0	    1.0408	   17.2263
      37.0	    1.0416	   17.9144
      38.0	    1.0424	   18.6089
      39.0	    1.0431	   19.3098
      40.0	    1.0439	   20.0168
      41.0	    1.0446	   20.7298
      42.0	    1.0453	   21.4485
      43.0	    1.0460	   22.1726
      44.0	    1.0466	   22.9017
      45.0	    1.0473	   23.6354
      46.0	    1.0478	   24.3732
      47.0	    1.0484	   25.1148
      48.0	    1.0489	   25.8593
      49.0	    1.0494	   26.6064
      50.0	    1.0498	   27.3553
      51.0	    1.0502	   28.1054
      52.0	    1.0506	   28.8560
      53.0	    1.0509	   29.6064
      54.0	    1.0512	   30.3559
      55.0	    1.0514	   31.1038
      56.0	    1.0516	   31.8496
      57.0	    1.0518	   32.5925
      58.0	    1.0519	   33.3320
      59.0	    1.0519	   34.0675
      60.0	    1.0520	   34.7985
      61.0	    1.0520	   35.5246
      62.0	    1.0520	   36.2453
      63.0	    1.0520	   36.9603
      64.0	    1.0519	   37.6692
      65.0	    1.0519	   38.3718
      66.0	    1.0519	   39.0681
      67.0	    1.0519	   39.7578
      68.0	    1.0519	   40.4409
      69.0	    1.0518	   41.1176
      70.0	    1.0518	   41.7878
      71.0	    1.0518	   42.4519
      72.0	    1.0518	   43.1100
      73.0	    1.0518	   43.7625
      74.0	    1.0518	   44.4097
      75.0	    1.0517	   45.0521
      76.0	    1.0517	   45.6900
      77.0	    1.0516	   46.3239
      78.0	    1.0515	   46.9545
      79.0	    1.0513	   47.5821
      80.0	    1.0511	   48.2073
      81.0	    1.0509	   48.8307
      82.0	    1.0506	   49.4528
      83.0	    1.0503	   50.0742
      84.0	    1.0500	   50.6954
      85.0	    1.0496	   51.3169
      86.0	    1.0492	   51.9392
      87.0	    1.0487	   52.5628
      88.0	    1.0482	   53.1881
      89.0	    1.0476	   53.8156
      90.0	    1.0470	   54.4456
      91.0	    1.0464	   55.0785
      92.0	    1.0457	   55.7147
      93.0	    1.0450	   56.3546
      94.0	    1.0443	   56.9985
      95.0	    1.0435	   57.6467
      96.0	    1.0427	   58.2996
      97.0	    1.0420	   58.9574
      98.0	    1.0412	   59.6207
      99.0	    1.0404	   60.2897
     100.0	    1.0396	   60.9647
     101.0	    1.0389	   61.6463
     102.0	    1.0382	   62.3346
     103.0	    1.0376	   63.0302
     104.0	    1.0370	   63.7333
     105.0	    1.0364	   64.4444
     106.0	    1.0360	   65.1637
     107.0	    1.0356	   65.8917
     108.0	    1.0353	   66.6287
     109.0	    1.0351	   67.3751
     110.0	    1.0350	   68.1310
     111.0	    1.0350	   68.8969
     112.0	    1.0351	   69.6729
     113.0	    1.0354	   70.4592
     114.0	    1.0357	   71.2559
     115.0	    1.0361	   72.0630
     116.0	    1.0367	   72.8805
