    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9099	   -0.1600
       1.0	    0.9099	   -0.1278
       2.0	    0.9097	   -0.0313
       3.0	    0.9094	    0.1296
       4.0	    0.9090	    0.3548
       5.0	    0.9085	    0.6441
       6.0	    0.9078	    0.9975
       6.0	    1.0488	   -0.2070
       7.0	    1.0480	    0.2537
       8.0	    1.0471	    0.7160
       9.0	    1.0462	    1.1803
      10.0	    1.0453	    1.6471
      11.0	    1.0444	    2.1169
      12.0	    1.0436	    2.5900
      13.0	    1.0427	    3.0671
      14.0	    1.0419	    3.5483
      15.0	    1.0412	    4.0341
      16.0	    1.0405	    4.5247
      17.0	    1.0399	    5.0205
      18.0	    1.0394	    5.5214
      19.0	    1.0390	    6.0278
      20.0	    1.0387	    6.5397
      21.0	    1.0385	    7.0572
      22.0	    1.0384	    7.5802
      23.0	    1.0384	    8.1088
      24.0	    1.0385	    8.6431
      25.0	    1.0387	    9.1830
      26.0	    1.0389	    9.7285
      27.0	    1.0393	   10.2797
      28.0	    1.0397	   10.8367
      29.0	    1.0401	   11.3994
      30.0	    1.0406	   11.9679
      31.0	    1.0411	   12.5422
      32.0	    1.0417	   13.1225
      33.0	    1.0423	   13.7086
      34.0	    1.0429	   14.3007
      35.0	    1.0435	   14.8988
      36.0	    1.0441	   15.5028
      37.0	    1.0447	   16.1126
      38.0	    1.0453	   16.7282
      39.0	    1.0458	   17.3495
      40.0	    1.0464	   17.9763
      41.0	    1.0469	   18.6084
      42.0	    1.0474	   19.2455
      43.0	    1.0479	   19.8873
      44.0	    1.0483	   20.5335
      45.0	    1.0488	   21.1837
      46.0	    1.0492	   21.8374
      47.0	    1.0496	   22.4941
      48.0	    1.0499	   23.1533
      49.0	    1.0503	   23.8144
      50.0	    1.0506	   24.4767
      51.0	    1.0509	   25.1397
      52.0	    1.0512	   25.8027
      53.0	    1.0514	   26.4650
      54.0	    1.0516	   27.1261
      55.0	    1.0518	   27.7852
      56.0	    1.0520	   28.4419
      57.0	    1.0521	   29.0954
      58.0	    1.0522	   29.7454
      59.0	    1.0523	   30.3912
      60.0	    1.0523	   31.0324
      61.0	    1.0524	   31.6686
      62.0	    1.0524	   32.2996
      63.0	    1.0525	   32.9249
      64.0	    1.0525	   33.5444
      65.0	    1.0525	   34.1580
      66.0	    1.0525	   34.7655
      67.0	    1.0526	   35.3668
      68.0	    1.0526	   35.9622
      69.0	    1.0526	   36.5516
      70.0	    1.0526	   37.1353
      71.0	    1.0526	   37.7134
      72.0	    1.0526	   38.2863
      73.0	    1.0526	   38.8544
      74.0	    1.0525	   39.4178
      75.0	    1.0525	   39.9772
      76.0	    1.0524	   40.5329
      77.0	    1.0522	   41.0854
      78.0	    1.0520	   41.6351
      79.0	    1.0518	   42.1826
      80.0	    1.0516	   42.7284
      81.0	    1.0513	   43.2729
      82.0	    1.0510	   43.8167
      83.0	    1.0506	   44.3603
      84.0	    1.0502	   44.9041
      85.0	    1.0498	   45.4485
      86.0	    1.0494	   45.9941
      87.0	    1.0489	   46.5411
      88.0	    1.0484	   47.0901
      89.0	    1.0479	   47.6414
      90.0	    1.0473	   48.1953
      91.0	    1.0468	   48.7521
      92.0	    1.0462	   49.3122
      93.0	    1.0456	   49.8758
      94.0	    1.0450	   50.4432
      95.0	    1.0444	   51.0148
      96.0	    1.0438	   51.5907
      97.0	    1.0433	   52.1712
      98.0	    1.0427	   52.7567
      99.0	    1.0422	   53.3474
     100.0	    1.0417	   53.9435
     101.0	    1.0412	   54.5454
     102.0	    1.0408	   55.1534
     103.0	    1.0404	   55.7677
     104.0	    1.0400	   56.3886
     105.0	    1.0398	   57.0164
     106.0	    1.0395	   57.6514
     107.0	    1.0394	   58.2938
     108.0	    1.0393	   58.9439
     109.0	    1.0393	   59.6020
     110.0	    1.0393	   60.2682
     111.0	    1.0395	   60.9428
     112.0	    1.0397	   61.6259
     113.0	    1.0400	   62.3175
     114.0	    1.0403	   63.0178
     115.0	    1.0408	   63.7266
     116.0	    1.0413	   64.4438
