    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8867	    0.0404
       1.0	    0.8867	    0.0768
       2.0	    0.8864	    0.1859
       3.0	    0.8861	    0.3676
       4.0	    0.8855	    0.6219
       5.0	    0.8848	    0.9485
       6.0	    0.8839	    1.3472
       6.0	    1.0472	    0.0012
       7.0	    1.0461	    0.5485
       8.0	    1.0449	    1.0972
       9.0	    1.0438	    1.6481
      10.0	    1.0426	    2.2016
      11.0	    1.0414	    2.7586
      12.0	    1.0402	    3.3196
      13.0	    1.0391	    3.8852
      14.0	    1.0380	    4.4561
      15.0	    1.0371	    5.0328
      16.0	    1.0362	    5.6157
      17.0	    1.0355	    6.2052
      18.0	    1.0349	    6.8019
      19.0	    1.0344	    7.4058
      20.0	    1.0340	    8.0173
      21.0	    1.0338	    8.6365
      22.0	    1.0337	    9.2636
      23.0	    1.0338	    9.8988
      24.0	    1.0340	   10.5422
      25.0	    1.0343	   11.1938
      26.0	    1.0347	   11.8537
      27.0	    1.0352	   12.5221
      28.0	    1.0358	   13.1989
      29.0	    1.0364	   13.8842
      30.0	    1.0372	   14.5780
      31.0	    1.0380	   15.2803
      32.0	    1.0388	   15.9911
      33.0	    1.0396	   16.7102
      34.0	    1.0404	   17.4375
      35.0	    1.0413	   18.1729
      36.0	    1.0421	   18.9161
      37.0	    1.0429	   19.6669
      38.0	    1.0436	   20.4250
      39.0	    1.0443	   21.1900
      40.0	    1.0450	   21.9615
      41.0	    1.0456	   22.7390
      42.0	    1.0462	   23.5222
      43.0	    1.0467	   24.3103
      44.0	    1.0471	   25.1029
      45.0	    1.0476	   25.8993
      46.0	    1.0480	   26.6988
      47.0	    1.0483	   27.5006
      48.0	    1.0486	   28.3042
      49.0	    1.0489	   29.1087
      50.0	    1.0492	   29.9133
      51.0	    1.0494	   30.7174
      52.0	    1.0496	   31.5201
      53.0	    1.0498	   32.3208
      54.0	    1.0499	   33.1189
      55.0	    1.0500	   33.9137
      56.0	    1.0501	   34.7048
      57.0	    1.0501	   35.4916
      58.0	    1.0501	   36.2739
      59.0	    1.0501	   37.0512
      60.0	    1.0501	   37.8235
      61.0	    1.0501	   38.5905
      62.0	    1.0500	   39.3523
      63.0	    1.0500	   40.1089
      64.0	    1.0500	   40.8605
      65.0	    1.0499	   41.6073
      66.0	    1.0499	   42.3495
      67.0	    1.0500	   43.0875
      68.0	    1.0500	   43.8218
      69.0	    1.0501	   44.5527
      70.0	    1.0501	   45.2809
      71.0	    1.0502	   46.0067
      72.0	    1.0503	   46.7307
      73.0	    1.0505	   47.4535
      74.0	    1.0506	   48.1755
      75.0	    1.0507	   48.8972
      76.0	    1.0507	   49.6192
      77.0	    1.0508	   50.3417
      78.0	    1.0508	   51.0652
      79.0	    1.0508	   51.7900
      80.0	    1.0507	   52.5164
      81.0	    1.0506	   53.2445
      82.0	    1.0504	   53.9747
      83.0	    1.0501	   54.7069
      84.0	    1.0498	   55.4413
      85.0	    1.0494	   56.1779
      86.0	    1.0489	   56.9167
      87.0	    1.0484	   57.6577
      88.0	    1.0478	   58.4007
      89.0	    1.0471	   59.1458
      90.0	    1.0464	   59.8928
      91.0	    1.0456	   60.6415
      92.0	    1.0448	   61.3920
      93.0	    1.0440	   62.1441
      94.0	    1.0431	   62.8978
      95.0	    1.0422	   63.6532
      96.0	    1.0413	   64.4104
      97.0	    1.0404	   65.1695
      98.0	    1.0395	   65.9309
      99.0	    1.0387	   66.6949
     100.0	    1.0379	   67.4619
     101.0	    1.0372	   68.2323
     102.0	    1.0366	   69.0068
     103.0	    1.0360	   69.7859
     104.0	    1.0356	   70.5704
     105.0	    1.0352	   71.3608
     106.0	    1.0349	   72.1579
     107.0	    1.0347	   72.9625
     108.0	    1.0346	   73.7753
     109.0	    1.0346	   74.5971
     110.0	    1.0347	   75.4287
     111.0	    1.0349	   76.2706
     112.0	    1.0352	   77.1236
     113.0	    1.0355	   77.9883
     114.0	    1.0360	   78.8651
     115.0	    1.0366	   79.7545
     116.0	    1.0372	   80.6568
