    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5959
       0.0	    0.7241	   -0.8264
       1.0	    0.7240	   -0.7981
       2.0	    0.7238	   -0.7130
       3.0	    0.7234	   -0.5715
       4.0	    0.7229	   -0.3736
       5.0	    0.7222	   -0.1197
       6.0	    0.7212	    0.1899
       6.0	    1.0491	    1.7287
       7.0	    1.0467	    2.3631
       8.0	    1.0441	    3.0166
       9.0	    1.0414	    3.6885
      10.0	    1.0386	    4.3781
      11.0	    1.0358	    5.0844
      12.0	    1.0331	    5.8067
      13.0	    1.0304	    6.5438
      14.0	    1.0279	    7.2944
      15.0	    1.0255	    8.0570
      16.0	    1.0233	    8.8302
      17.0	    1.0213	    9.6121
      18.0	    1.0196	   10.4008
      19.0	    1.0181	   11.1946
      20.0	    1.0170	   11.9918
      21.0	    1.0161	   12.7907
      22.0	    1.0156	   13.5900
      23.0	    1.0155	   14.3885
      24.0	    1.0157	   15.1855
      25.0	    1.0163	   15.9804
      26.0	    1.0172	   16.7730
      27.0	    1.0185	   17.5634
      28.0	    1.0200	   18.3520
      29.0	    1.0219	   19.1394
      30.0	    1.0240	   19.9265
      31.0	    1.0262	   20.7144
      32.0	    1.0286	   21.5044
      33.0	    1.0311	   22.2980
      34.0	    1.0337	   23.0972
      35.0	    1.0361	   23.9038
      36.0	    1.0385	   24.7201
      37.0	    1.0408	   25.5485
      38.0	    1.0429	   26.3915
      39.0	    1.0448	   27.2516
      40.0	    1.0465	   28.1313
      41.0	    1.0479	   29.0329
      42.0	    1.0492	   29.9587
      43.0	    1.0503	   30.9104
      44.0	    1.0512	   31.8896
      45.0	    1.0521	   32.8974
      46.0	    1.0528	   33.9345
      47.0	    1.0534	   35.0009
      48.0	    1.0540	   36.0967
      49.0	    1.0545	   37.2210
      50.0	    1.0551	   38.3728
      51.0	    1.0556	   39.5508
      52.0	    1.0561	   40.7530
      53.0	    1.0565	   41.9775
      54.0	    1.0569	   43.2217
      55.0	    1.0572	   44.4830
      56.0	    1.0574	   45.7584
      57.0	    1.0575	   47.0448
      58.0	    1.0575	   48.3389
      59.0	    1.0574	   49.6373
      60.0	    1.0572	   50.9367
      61.0	    1.0568	   52.2336
      62.0	    1.0564	   53.5248
      63.0	    1.0559	   54.8072
      64.0	    1.0554	   56.0779
      65.0	    1.0548	   57.3342
      66.0	    1.0541	   58.5739
      67.0	    1.0535	   59.7949
      68.0	    1.0528	   60.9956
      69.0	    1.0522	   62.1746
      70.0	    1.0515	   63.3312
      71.0	    1.0509	   64.4647
      72.0	    1.0502	   65.5753
      73.0	    1.0495	   66.6633
      74.0	    1.0489	   67.7294
      75.0	    1.0482	   68.7751
      76.0	    1.0476	   69.8019
      77.0	    1.0469	   70.8120
      78.0	    1.0463	   71.8076
      79.0	    1.0457	   72.7914
      80.0	    1.0452	   73.7662
      81.0	    1.0448	   74.7349
      82.0	    1.0444	   75.7005
      83.0	    1.0442	   76.6658
      84.0	    1.0440	   77.6337
      85.0	    1.0439	   78.6068
      86.0	    1.0439	   79.5875
      87.0	    1.0440	   80.5781
      88.0	    1.0441	   81.5805
      89.0	    1.0443	   82.5967
      90.0	    1.0444	   83.6282
      91.0	    1.0446	   84.6763
      92.0	    1.0447	   85.7424
      93.0	    1.0447	   86.8275
      94.0	    1.0446	   87.9325
      95.0	    1.0445	   89.0583
      96.0	    1.0442	   90.2054
      97.0	    1.0439	   91.3744
      98.0	    1.0434	   92.5658
      99.0	    1.0429	   93.7798
     100.0	    1.0422	   95.0166
     101.0	    1.0415	   96.2763
     102.0	    1.0408	   97.5587
     103.0	    1.0400	   98.8638
     104.0	    1.0392	  100.1911
     105.0	    1.0383	  101.5404
     106.0	    1.0375	  102.9112
     107.0	    1.0367	  104.3032
     108.0	    1.0359	  105.7159
     109.0	    1.0351	  107.1489
     110.0	    1.0344	  108.6021
     111.0	    1.0338	  110.0754
     112.0	    1.0333	  111.5688
     113.0	    1.0328	  113.0824
     114.0	    1.0326	  114.6164
     115.0	    1.0325	  116.1711
     116.0	    1.0325	  117.7466
     117.0	    1.0328	  119.3432
     118.0	    1.0332	  120.9607
     119.0	    1.0339	  122.5990
     120.0	    1.0347	  124.2574
     121.0	    1.0357	  125.9353
     122.0	    1.0369	  127.6316
     123.0	    1.0383	  129.3451
     124.0	    1.0397	  131.0742
     125.0	    1.0412	  132.8176
     126.0	    1.0427	  134.5735
     127.0	    1.0442	  136.3404
     128.0	    1.0457	  138.1171
     129.0	    1.0471	  139.9020
     130.0	    1.0483	  141.6941
     131.0	    1.0495	  143.4926
     132.0	    1.0505	  145.2965
     133.0	    1.0513	  147.1054
     134.0	    1.0520	  148.9185
     135.0	    1.0525	  150.7355
     136.0	    1.0529	  152.5559
     137.0	    1.0532	  154.3791
     138.0	    1.0533	  156.2047
     139.0	    1.0533	  158.0318
     140.0	    1.0532	  159.8600
     141.0	    1.0531	  161.6883
     142.0	    1.0529	  163.5160
     143.0	    1.0526	  165.3422
     144.0	    1.0522	  167.1661
     145.0	    1.0518	  168.9869
     146.0	    1.0513	  170.8037
     147.0	    1.0508	  172.6159
     148.0	    1.0503	  174.4229
     149.0	    1.0497	  176.2241
     150.0	    1.0493	  178.0192
     151.0	    1.0488	  179.8080
     152.0	    1.0485	 -178.4096
     153.0	    1.0482	 -176.6337
     154.0	    1.0480	 -174.8643
     155.0	    1.0480	 -173.1012
     156.0	    1.0482	 -171.3445
     157.0	    1.0485	 -169.5941
     158.0	    1.0489	 -167.8501
     159.0	    1.0494	 -166.1124
     160.0	    1.0501	 -164.3813
     161.0	    1.0509	 -162.6568
     162.0	    1.0517	 -160.9390
     163.0	    1.0526	 -159.2279
     164.0	    1.0534	 -157.5234
     165.0	    1.0543	 -155.8250
     166.0	    1.0550	 -154.1322
     167.0	    1.0557	 -152.4442
     168.0	    1.0563	 -150.7599
     169.0	    1.0567	 -149.0780
     170.0	    1.0570	 -147.3970
     171.0	    1.0572	 -145.7150
     172.0	    1.0571	 -144.0301
     173.0	    1.0569	 -142.3402
     174.0	    1.0565	 -140.6432
     175.0	    1.0559	 -138.9367
     176.0	    1.0551	 -137.2187
     177.0	    1.0542	 -135.4868
     178.0	    1.0530	 -133.7388
     179.0	    1.0516	 -131.9727
     180.0	    1.0501	 -130.1863
     181.0	    1.0484	 -128.3778
     182.0	    1.0465	 -126.5452
     183.0	    1.0444	 -124.6868
     184.0	    1.0423	 -122.8010
     185.0	    1.0400	 -120.8863
     186.0	    1.0378	 -118.9414
     187.0	    1.0355	 -116.9650
     188.0	    1.0333	 -114.9562
     189.0	    1.0312	 -112.9143
     190.0	    1.0292	 -110.8388
     191.0	    1.0273	 -108.7298
     192.0	    1.0256	 -106.5874
     193.0	    1.0242	 -104.4126
     194.0	    1.0230	 -102.2065
     195.0	    1.0220	  -99.9710
     196.0	    1.0213	  -97.7083
     197.0	    1.0208	  -95.4210
     198.0	    1.0206	  -93.1121
     199.0	    1.0206	  -90.7849
     200.0	    1.0208	  -88.4427
     201.0	    1.0213	  -86.0892
     202.0	    1.0221	  -83.7277
     203.0	    1.0230	  -81.3615
     204.0	    1.0242	  -78.9936
     205.0	    1.0255	  -76.6268
     206.0	    1.0271	  -74.2635
     207.0	    1.0289	  -71.9057
     208.0	    1.0308	  -69.5550
     209.0	    1.0329	  -67.2129
     210.0	    1.0351	  -64.8803
     211.0	    1.0374	  -62.5578
     212.0	    1.0397	  -60.2458
     213.0	    1.0420	  -57.9442
     214.0	    1.0442	  -55.6527
     215.0	    1.0464	  -53.3704
     216.0	    1.0484	  -51.0962
     217.0	    1.0501	  -48.8285
     218.0	    1.0517	  -46.5653
     219.0	    1.0529	  -44.3043
     220.0	    1.0539	  -42.0429
     221.0	    1.0546	  -39.7784
     222.0	    1.0550	  -37.5079
     223.0	    1.0551	  -35.2285
     224.0	    1.0551	  -32.9376
     225.0	    1.0548	  -30.6325
     226.0	    1.0545	  -28.3111
     227.0	    1.0541	  -25.9716
     228.0	    1.0537	  -23.6124
     229.0	    1.0533	  -21.2325
     230.0	    1.0530	  -18.8310
     231.0	    1.0529	  -16.4076
     232.0	    1.0528	  -13.9623
     233.0	    1.0529	  -11.4954
     234.0	    1.0531	   -9.0076
     235.0	    1.0534	   -6.4999
     236.0	    1.0538	   -3.9736
     237.0	    1.0543	   -1.4305
     238.0	    1.0547	    1.1276
     239.0	    1.0551	    3.6981
     240.0	    1.0555	    6.2785
     241.0	    1.0558	    8.8657
     242.0	    1.0559	   11.4568
     243.0	    1.0559	   14.0486
     244.0	    1.0557	   16.6377
     245.0	    1.0554	   19.2212
     246.0	    1.0549	   21.7958
     247.0	    1.0542	   24.3588
     248.0	    1.0533	   26.9075
     249.0	    1.0523	   29.4396
     250.0	    1.0511	   31.9532
     251.0	    1.0498	   34.4466
     252.0	    1.0483	   36.9188
     253.0	    1.0468	   39.3691
     254.0	    1.0452	   41.7973
     255.0	    1.0436	   44.2040
     256.0	    1.0419	   46.5900
     257.0	    1.0403	   48.9568
     258.0	    1.0388	   51.3065
     259.0	    1.0373	   53.6414
     260.0	    1.0360	   55.9643
     261.0	    1.0348	   58.2784
     262.0	    1.0338	   60.5867
     263.0	    1.0330	   62.8926
     264.0	    1.0324	   65.1992
     265.0	    1.0319	   67.5096
     266.0	    1.0317	   69.8268
     267.0	    1.0317	   72.1535
     268.0	    1.0319	   74.4922
     269.0	    1.0323	   76.8453
     270.0	    1.0328	   79.2151
     271.0	    1.0334	   81.6037
     272.0	    1.0341	   84.0135
     273.0	    1.0349	   86.4463
     274.0	    1.0357	   88.9045
     275.0	    1.0365	   91.3901
     276.0	    1.0373	   93.9053
     277.0	    1.0381	   96.4521
     278.0	    1.0388	   99.0324
     279.0	    1.0395	  101.6477
     280.0	    1.0402	  104.2995
     281.0	    1.0408	  106.9889
     282.0	    1.0414	  109.7164
     283.0	    1.0419	  112.4823
     284.0	    1.0424	  115.2865
     285.0	    1.0428	  118.1283
     286.0	    1.0432	  121.0068
     287.0	    1.0435	  123.9207
     288.0	    1.0437	  126.8682
     289.0	    1.0438	  129.8477
     290.0	    1.0438	  132.8569
     291.0	    1.0437	  135.8938
     292.0	    1.0436	  138.9561
     293.0	    1.0434	  142.0415
     294.0	    1.0431	  145.1481
     295.0	    1.0428	  148.2735
     296.0	    1.0425	  151.4159
     297.0	    1.0423	  154.5733
     298.0	    1.0421	  157.7437
     299.0	    1.0420	  160.9250
     300.0	    1.0420	  164.1154


    * 节点"BUS-2    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0544	   -1.1370
       0.0	    0.3430	    5.3799
       1.0	    0.3430	    5.4872
       2.0	    0.3427	    5.8089
       3.0	    0.3423	    6.3441
       4.0	    0.3417	    7.0914
       5.0	    0.3409	    8.0490
       6.0	    0.3399	    9.2146
       6.0	    1.0613	    6.1337
       7.0	    1.0579	    7.4146
       8.0	    1.0544	    8.7243
       9.0	    1.0510	   10.0565
      10.0	    1.0477	   11.4048
      11.0	    1.0446	   12.7624
      12.0	    1.0417	   14.1223
      13.0	    1.0390	   15.4772
      14.0	    1.0367	   16.8194
      15.0	    1.0347	   18.1413
      16.0	    1.0330	   19.4348
      17.0	    1.0317	   20.6922
      18.0	    1.0307	   21.9059
      19.0	    1.0300	   23.0687
      20.0	    1.0296	   24.1740
      21.0	    1.0296	   25.2162
      22.0	    1.0298	   26.1906
      23.0	    1.0303	   27.0934
      24.0	    1.0311	   27.9224
      25.0	    1.0322	   28.6765
      26.0	    1.0335	   29.3557
      27.0	    1.0350	   29.9617
      28.0	    1.0368	   30.4968
      29.0	    1.0387	   30.9650
      30.0	    1.0408	   31.3711
      31.0	    1.0430	   31.7207
      32.0	    1.0452	   32.0205
      33.0	    1.0474	   32.2780
      34.0	    1.0496	   32.5012
      35.0	    1.0516	   32.6987
      36.0	    1.0535	   32.8796
      37.0	    1.0553	   33.0533
      38.0	    1.0568	   33.2294
      39.0	    1.0580	   33.4175
      40.0	    1.0591	   33.6269
      41.0	    1.0600	   33.8667
      42.0	    1.0608	   34.1456
      43.0	    1.0614	   34.4714
      44.0	    1.0620	   34.8515
      45.0	    1.0627	   35.2920
      46.0	    1.0633	   35.7983
      47.0	    1.0641	   36.3745
      48.0	    1.0650	   37.0240
      49.0	    1.0660	   37.7485
      50.0	    1.0671	   38.5491
      51.0	    1.0683	   39.4253
      52.0	    1.0696	   40.3759
      53.0	    1.0708	   41.3983
      54.0	    1.0719	   42.4891
      55.0	    1.0730	   43.6440
      56.0	    1.0738	   44.8578
      57.0	    1.0744	   46.1248
      58.0	    1.0748	   47.4385
      59.0	    1.0750	   48.7923
      60.0	    1.0748	   50.1792
      61.0	    1.0744	   51.5921
      62.0	    1.0738	   53.0239
      63.0	    1.0731	   54.4679
      64.0	    1.0721	   55.9173
      65.0	    1.0711	   57.3660
      66.0	    1.0700	   58.8084
      67.0	    1.0688	   60.2393
      68.0	    1.0675	   61.6542
      69.0	    1.0663	   63.0493
      70.0	    1.0650	   64.4217
      71.0	    1.0636	   65.7690
      72.0	    1.0623	   67.0901
      73.0	    1.0609	   68.3844
      74.0	    1.0594	   69.6523
      75.0	    1.0580	   70.8951
      76.0	    1.0565	   72.1150
      77.0	    1.0551	   73.3147
      78.0	    1.0537	   74.4976
      79.0	    1.0524	   75.6676
      80.0	    1.0513	   76.8289
      81.0	    1.0504	   77.9858
      82.0	    1.0497	   79.1424
      83.0	    1.0492	   80.3031
      84.0	    1.0490	   81.4714
      85.0	    1.0491	   82.6509
      86.0	    1.0495	   83.8446
      87.0	    1.0501	   85.0549
      88.0	    1.0510	   86.2837
      89.0	    1.0520	   87.5327
      90.0	    1.0531	   88.8030
      91.0	    1.0543	   90.0952
      92.0	    1.0555	   91.4098
      93.0	    1.0567	   92.7467
      94.0	    1.0578	   94.1056
      95.0	    1.0587	   95.4860
      96.0	    1.0594	   96.8871
      97.0	    1.0600	   98.3076
      98.0	    1.0604	   99.7462
      99.0	    1.0606	  101.2012
     100.0	    1.0606	  102.6708
     101.0	    1.0604	  104.1530
     102.0	    1.0600	  105.6455
     103.0	    1.0595	  107.1459
     104.0	    1.0588	  108.6520
     105.0	    1.0580	  110.1614
     106.0	    1.0570	  111.6717
     107.0	    1.0559	  113.1808
     108.0	    1.0546	  114.6867
     109.0	    1.0533	  116.1877
     110.0	    1.0518	  117.6827
     111.0	    1.0504	  119.1706
     112.0	    1.0490	  120.6511
     113.0	    1.0476	  122.1242
     114.0	    1.0464	  123.5903
     115.0	    1.0453	  125.0503
     116.0	    1.0445	  126.5051
     117.0	    1.0441	  127.9560
     118.0	    1.0439	  129.4041
     119.0	    1.0441	  130.8504
     120.0	    1.0446	  132.2960
