    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8990	   -0.5292
       1.0	    0.8989	   -0.5055
       2.0	    0.8989	   -0.4344
       3.0	    0.8987	   -0.3159
       4.0	    0.8986	   -0.1500
       5.0	    0.8983	    0.0632
       6.0	    0.8980	    0.3237
       6.0	    1.0491	   -0.6046
       7.0	    1.0488	   -0.3198
       8.0	    1.0485	   -0.0317
       9.0	    1.0482	    0.2599
      10.0	    1.0479	    0.5551
      11.0	    1.0477	    0.8539
      12.0	    1.0474	    1.1564
      13.0	    1.0471	    1.4627
      14.0	    1.0469	    1.7730
      15.0	    1.0467	    2.0873
      16.0	    1.0465	    2.4057
      17.0	    1.0463	    2.7282
      18.0	    1.0462	    3.0551
      19.0	    1.0461	    3.3862
      20.0	    1.0460	    3.7218
      21.0	    1.0459	    4.0619
      22.0	    1.0459	    4.4066
      23.0	    1.0459	    4.7560
      24.0	    1.0459	    5.1102
      25.0	    1.0460	    5.4692
      26.0	    1.0460	    5.8333
      27.0	    1.0461	    6.2025
      28.0	    1.0462	    6.5770
      29.0	    1.0463	    6.9569
      30.0	    1.0464	    7.3423
      31.0	    1.0465	    7.7333
      32.0	    1.0467	    8.1301
      33.0	    1.0468	    8.5328
      34.0	    1.0469	    8.9415
      35.0	    1.0471	    9.3562
      36.0	    1.0472	    9.7770
      37.0	    1.0474	   10.2040
      38.0	    1.0475	   10.6371
      39.0	    1.0477	   11.0764
      40.0	    1.0479	   11.5217
      41.0	    1.0480	   11.9731
      42.0	    1.0482	   12.4304
      43.0	    1.0483	   12.8933
      44.0	    1.0485	   13.3618
      45.0	    1.0487	   13.8357
      46.0	    1.0488	   14.3146
      47.0	    1.0490	   14.7982
      48.0	    1.0492	   15.2864
      49.0	    1.0493	   15.7786
      50.0	    1.0495	   16.2746
      51.0	    1.0496	   16.7739
      52.0	    1.0498	   17.2762
      53.0	    1.0499	   17.7811
      54.0	    1.0500	   18.2882
      55.0	    1.0501	   18.7971
      56.0	    1.0502	   19.3074
      57.0	    1.0502	   19.8188
      58.0	    1.0503	   20.3310
      59.0	    1.0503	   20.8437
      60.0	    1.0503	   21.3565
      61.0	    1.0503	   21.8693
      62.0	    1.0502	   22.3819
      63.0	    1.0502	   22.8941
      64.0	    1.0501	   23.4059
      65.0	    1.0499	   23.9171
      66.0	    1.0498	   24.4277
      67.0	    1.0497	   24.9377
      68.0	    1.0495	   25.4471
      69.0	    1.0493	   25.9561
      70.0	    1.0491	   26.4647
      71.0	    1.0489	   26.9730
      72.0	    1.0487	   27.4812
      73.0	    1.0485	   27.9894
      74.0	    1.0483	   28.4978
      75.0	    1.0482	   29.0065
      76.0	    1.0480	   29.5157
      77.0	    1.0478	   30.0256
      78.0	    1.0477	   30.5363
      79.0	    1.0476	   31.0479
      80.0	    1.0475	   31.5606
      81.0	    1.0474	   32.0745
      82.0	    1.0474	   32.5897
      83.0	    1.0473	   33.1062
      84.0	    1.0474	   33.6240
      85.0	    1.0474	   34.1433
      86.0	    1.0475	   34.6639
      87.0	    1.0476	   35.1859
      88.0	    1.0478	   35.7093
      89.0	    1.0479	   36.2340
      90.0	    1.0481	   36.7599
      91.0	    1.0483	   37.2871
      92.0	    1.0485	   37.8153
      93.0	    1.0487	   38.3447
      94.0	    1.0489	   38.8751
      95.0	    1.0491	   39.4066
      96.0	    1.0493	   39.9390
      97.0	    1.0495	   40.4725
      98.0	    1.0497	   41.0070
      99.0	    1.0499	   41.5426
     100.0	    1.0500	   42.0795
     101.0	    1.0501	   42.6177
     102.0	    1.0502	   43.1574
     103.0	    1.0503	   43.6988
     104.0	    1.0503	   44.2422
     105.0	    1.0503	   44.7878
     106.0	    1.0503	   45.3359
     107.0	    1.0502	   45.8868
     108.0	    1.0501	   46.4408
     109.0	    1.0499	   46.9982
     110.0	    1.0498	   47.5595
     111.0	    1.0496	   48.1250
     112.0	    1.0494	   48.6950
     113.0	    1.0491	   49.2698
     114.0	    1.0489	   49.8499
     115.0	    1.0486	   50.4354
