    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5953
       0.0	    0.4803	   -3.1757
       1.0	    0.4803	   -3.1706
       2.0	    0.4803	   -3.1555
       3.0	    0.4803	   -3.1302
       4.0	    0.4803	   -3.0942
       5.0	    0.4803	   -3.0473
       6.0	    0.4802	   -2.9889
       6.0	    1.0371	   -1.6930
       7.0	    1.0371	   -1.6139
       8.0	    1.0370	   -1.5315
       9.0	    1.0369	   -1.4449
      10.0	    1.0369	   -1.3530
      11.0	    1.0368	   -1.2547
      12.0	    1.0367	   -1.1492
      13.0	    1.0366	   -1.0353
      14.0	    1.0365	   -0.9123
      15.0	    1.0364	   -0.7790
      16.0	    1.0363	   -0.6348
      17.0	    1.0362	   -0.4786
      18.0	    1.0361	   -0.3097
      19.0	    1.0359	   -0.1273
      20.0	    1.0358	    0.0693
      21.0	    1.0357	    0.2809
      22.0	    1.0356	    0.5081
      23.0	    1.0355	    0.7516
      24.0	    1.0354	    1.0118
      25.0	    1.0353	    1.2894
      26.0	    1.0352	    1.5849
      27.0	    1.0351	    1.8987
      28.0	    1.0350	    2.2311
      29.0	    1.0349	    2.5826
      30.0	    1.0349	    2.9535
      31.0	    1.0348	    3.3439
      32.0	    1.0348	    3.7541
      33.0	    1.0347	    4.1842
      34.0	    1.0347	    4.6343
      35.0	    1.0347	    5.1043
      36.0	    1.0347	    5.5944
      37.0	    1.0347	    6.1043
      38.0	    1.0348	    6.6339
      39.0	    1.0348	    7.1830
      40.0	    1.0349	    7.7513
      41.0	    1.0349	    8.3385
      42.0	    1.0350	    8.9443
      43.0	    1.0351	    9.5682
      44.0	    1.0352	   10.2097
      45.0	    1.0353	   10.8683
      46.0	    1.0355	   11.5435
      47.0	    1.0356	   12.2346
      48.0	    1.0357	   12.9410
      49.0	    1.0359	   13.6619
      50.0	    1.0360	   14.3967
      51.0	    1.0362	   15.1445
      52.0	    1.0363	   15.9045
      53.0	    1.0364	   16.6759
      54.0	    1.0366	   17.4578
      55.0	    1.0367	   18.2493
      56.0	    1.0368	   19.0494
      57.0	    1.0369	   19.8572
      58.0	    1.0370	   20.6717
      59.0	    1.0371	   21.4919
      60.0	    1.0372	   22.3170
      61.0	    1.0372	   23.1457
      62.0	    1.0373	   23.9773
      63.0	    1.0373	   24.8106
      64.0	    1.0373	   25.6447
      65.0	    1.0373	   26.4785
      66.0	    1.0373	   27.3111
      67.0	    1.0372	   28.1416
      68.0	    1.0371	   28.9689
      69.0	    1.0371	   29.7922
      70.0	    1.0370	   30.6104
      71.0	    1.0369	   31.4228
      72.0	    1.0368	   32.2284
      73.0	    1.0366	   33.0263
      74.0	    1.0365	   33.8159
      75.0	    1.0364	   34.5962
      76.0	    1.0362	   35.3665
      77.0	    1.0361	   36.1261
      78.0	    1.0359	   36.8742
      79.0	    1.0358	   37.6103
      80.0	    1.0357	   38.3337
      81.0	    1.0356	   39.0438
      82.0	    1.0354	   39.7401
      83.0	    1.0354	   40.4221
      84.0	    1.0353	   41.0894
      85.0	    1.0352	   41.7416
      86.0	    1.0352	   42.3784
      87.0	    1.0351	   42.9994
      88.0	    1.0351	   43.6046
      89.0	    1.0351	   44.1936
      90.0	    1.0351	   44.7665
      91.0	    1.0352	   45.3232
      92.0	    1.0352	   45.8637
      93.0	    1.0353	   46.3880
      94.0	    1.0353	   46.8963
      95.0	    1.0354	   47.3887
      96.0	    1.0355	   47.8654
      97.0	    1.0356	   48.3268
      98.0	    1.0357	   48.7730
      99.0	    1.0358	   49.2046
     100.0	    1.0359	   49.6219
     101.0	    1.0360	   50.0254
