    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8777	   -0.4824
       1.0	    0.8776	   -0.4485
       2.0	    0.8773	   -0.3468
       3.0	    0.8768	   -0.1776
       4.0	    0.8761	    0.0589
       5.0	    0.8752	    0.3622
       6.0	    0.8740	    0.7318
       6.0	    1.0438	    0.3149
       7.0	    1.0418	    0.9607
       8.0	    1.0395	    1.6122
       9.0	    1.0371	    2.2714
      10.0	    1.0345	    2.9404
      11.0	    1.0319	    3.6211
      12.0	    1.0292	    4.3155
      13.0	    1.0266	    5.0255
      14.0	    1.0239	    5.7527
      15.0	    1.0212	    6.4987
      16.0	    1.0187	    7.2646
      17.0	    1.0161	    8.0514
      18.0	    1.0137	    8.8599
      19.0	    1.0113	    9.6905
      20.0	    1.0091	   10.5437
      21.0	    1.0070	   11.4197
      22.0	    1.0051	   12.3186
      23.0	    1.0033	   13.2404
      24.0	    1.0017	   14.1853
      25.0	    1.0004	   15.1532
      26.0	    0.9992	   16.1440
      27.0	    0.9983	   17.1579
      28.0	    0.9977	   18.1947
      29.0	    0.9973	   19.2541
      30.0	    0.9972	   20.3360
      31.0	    0.9974	   21.4401
      32.0	    0.9979	   22.5658
      33.0	    0.9987	   23.7127
      34.0	    0.9998	   24.8801
      35.0	    1.0011	   26.0673
      36.0	    1.0026	   27.2737
      37.0	    1.0044	   28.4987
      38.0	    1.0064	   29.7415
      39.0	    1.0085	   31.0017
      40.0	    1.0108	   32.2786
      41.0	    1.0132	   33.5720
      42.0	    1.0157	   34.8812
      43.0	    1.0183	   36.2058
      44.0	    1.0210	   37.5453
      45.0	    1.0237	   38.8992
      46.0	    1.0264	   40.2666
      47.0	    1.0291	   41.6467
      48.0	    1.0318	   43.0385
      49.0	    1.0344	   44.4408
      50.0	    1.0369	   45.8523
      51.0	    1.0394	   47.2717
      52.0	    1.0416	   48.6974
      53.0	    1.0438	   50.1281
      54.0	    1.0457	   51.5624
      55.0	    1.0474	   52.9988
      56.0	    1.0488	   54.4362
      57.0	    1.0499	   55.8734
      58.0	    1.0508	   57.3094
      59.0	    1.0514	   58.7434
      60.0	    1.0517	   60.1744
      61.0	    1.0517	   61.6018
      62.0	    1.0515	   63.0248
      63.0	    1.0510	   64.4430
      64.0	    1.0504	   65.8556
      65.0	    1.0496	   67.2622
      66.0	    1.0488	   68.6623
      67.0	    1.0478	   70.0553
      68.0	    1.0468	   71.4410
      69.0	    1.0458	   72.8191
      70.0	    1.0448	   74.1894
      71.0	    1.0439	   75.5520
      72.0	    1.0430	   76.9069
      73.0	    1.0422	   78.2543
      74.0	    1.0416	   79.5944
      75.0	    1.0410	   80.9277
      76.0	    1.0406	   82.2546
      77.0	    1.0403	   83.5755
      78.0	    1.0402	   84.8910
      79.0	    1.0403	   86.2016
      80.0	    1.0405	   87.5078
      81.0	    1.0409	   88.8103
      82.0	    1.0414	   90.1097
      83.0	    1.0421	   91.4067
      84.0	    1.0429	   92.7019
      85.0	    1.0437	   93.9961
      86.0	    1.0447	   95.2897
      87.0	    1.0456	   96.5836
      88.0	    1.0465	   97.8781
      89.0	    1.0473	   99.1737
      90.0	    1.0480	  100.4708
      91.0	    1.0484	  101.7695
      92.0	    1.0487	  103.0701
      93.0	    1.0486	  104.3724
      94.0	    1.0483	  105.6766
      95.0	    1.0476	  106.9827
      96.0	    1.0466	  108.2906
      97.0	    1.0453	  109.6006
      98.0	    1.0436	  110.9128
      99.0	    1.0417	  112.2275
     100.0	    1.0394	  113.5452
     101.0	    1.0369	  114.8664
     102.0	    1.0342	  116.1919
     103.0	    1.0313	  117.5224
     104.0	    1.0282	  118.8588
     105.0	    1.0251	  120.2020
     106.0	    1.0219	  121.5531
     107.0	    1.0186	  122.9131
     108.0	    1.0154	  124.2834
     109.0	    1.0123	  125.6652
     110.0	    1.0092	  127.0600
     111.0	    1.0064	  128.4692
     112.0	    1.0037	  129.8947
     113.0	    1.0012	  131.3380
     114.0	    0.9990	  132.8009
     115.0	    0.9971	  134.2853
     116.0	    0.9955	  135.7928
