    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8564	    0.1141
       1.0	    0.8563	    0.1526
       2.0	    0.8560	    0.2683
       3.0	    0.8556	    0.4609
       4.0	    0.8549	    0.7303
       5.0	    0.8541	    1.0762
       6.0	    0.8529	    1.4983
       6.0	    1.0504	    0.4212
       7.0	    1.0490	    1.0242
       8.0	    1.0475	    1.6298
       9.0	    1.0459	    2.2384
      10.0	    1.0443	    2.8503
      11.0	    1.0428	    3.4661
      12.0	    1.0412	    4.0861
      13.0	    1.0397	    4.7106
      14.0	    1.0384	    5.3400
      15.0	    1.0371	    5.9746
      16.0	    1.0359	    6.6144
      17.0	    1.0349	    7.2597
      18.0	    1.0340	    7.9106
      19.0	    1.0333	    8.5671
      20.0	    1.0328	    9.2293
      21.0	    1.0324	    9.8973
      22.0	    1.0322	   10.5712
      23.0	    1.0322	   11.2510
      24.0	    1.0324	   11.9371
      25.0	    1.0327	   12.6297
      26.0	    1.0331	   13.3290
      27.0	    1.0337	   14.0354
      28.0	    1.0344	   14.7494
      29.0	    1.0353	   15.4712
      30.0	    1.0362	   16.2012
      31.0	    1.0372	   16.9400
      32.0	    1.0383	   17.6877
      33.0	    1.0394	   18.4446
      34.0	    1.0405	   19.2112
      35.0	    1.0417	   19.9875
      36.0	    1.0428	   20.7736
      37.0	    1.0439	   21.5697
      38.0	    1.0450	   22.3756
      39.0	    1.0460	   23.1914
      40.0	    1.0469	   24.0167
      41.0	    1.0478	   24.8513
      42.0	    1.0486	   25.6948
      43.0	    1.0494	   26.5465
      44.0	    1.0501	   27.4060
      45.0	    1.0507	   28.2723
      46.0	    1.0513	   29.1447
      47.0	    1.0518	   30.0221
      48.0	    1.0523	   30.9035
      49.0	    1.0528	   31.7877
      50.0	    1.0532	   32.6735
      51.0	    1.0535	   33.5598
      52.0	    1.0538	   34.4451
      53.0	    1.0541	   35.3284
      54.0	    1.0543	   36.2084
      55.0	    1.0545	   37.0839
      56.0	    1.0546	   37.9539
      57.0	    1.0547	   38.8175
      58.0	    1.0548	   39.6738
      59.0	    1.0548	   40.5220
      60.0	    1.0548	   41.3617
      61.0	    1.0548	   42.1925
      62.0	    1.0548	   43.0141
      63.0	    1.0547	   43.8265
      64.0	    1.0547	   44.6298
      65.0	    1.0547	   45.4242
      66.0	    1.0547	   46.2103
      67.0	    1.0546	   46.9885
      68.0	    1.0547	   47.7597
      69.0	    1.0547	   48.5246
      70.0	    1.0547	   49.2842
      71.0	    1.0548	   50.0395
      72.0	    1.0548	   50.7917
      73.0	    1.0548	   51.5418
      74.0	    1.0548	   52.2909
      75.0	    1.0548	   53.0402
      76.0	    1.0548	   53.7906
      77.0	    1.0548	   54.5433
      78.0	    1.0547	   55.2990
      79.0	    1.0546	   56.0587
      80.0	    1.0544	   56.8231
      81.0	    1.0543	   57.5927
      82.0	    1.0540	   58.3681
      83.0	    1.0537	   59.1497
      84.0	    1.0533	   59.9377
      85.0	    1.0529	   60.7321
      86.0	    1.0524	   61.5330
      87.0	    1.0518	   62.3402
      88.0	    1.0510	   63.1533
      89.0	    1.0502	   63.9719
      90.0	    1.0493	   64.7955
      91.0	    1.0483	   65.6235
      92.0	    1.0473	   66.4551
      93.0	    1.0461	   67.2898
      94.0	    1.0448	   68.1269
      95.0	    1.0436	   68.9658
      96.0	    1.0422	   69.8059
      97.0	    1.0409	   70.6469
      98.0	    1.0396	   71.4884
      99.0	    1.0384	   72.3304
     100.0	    1.0372	   73.1727
     101.0	    1.0361	   74.0154
     102.0	    1.0351	   74.8589
     103.0	    1.0342	   75.7034
     104.0	    1.0335	   76.5495
     105.0	    1.0329	   77.3977
     106.0	    1.0325	   78.2489
     107.0	    1.0323	   79.1037
     108.0	    1.0322	   79.9631
     109.0	    1.0323	   80.8281
     110.0	    1.0325	   81.6998
     111.0	    1.0329	   82.5792
     112.0	    1.0335	   83.4675
     113.0	    1.0342	   84.3657
     114.0	    1.0350	   85.2749
     115.0	    1.0359	   86.1960
     116.0	    1.0370	   87.1299
