    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8748	    0.1161
       1.0	    0.8747	    0.1542
       2.0	    0.8745	    0.2683
       3.0	    0.8741	    0.4585
       4.0	    0.8735	    0.7244
       5.0	    0.8727	    1.0661
       6.0	    0.8716	    1.4830
       6.0	    1.0468	    0.1021
       7.0	    1.0456	    0.6825
       8.0	    1.0444	    1.2641
       9.0	    1.0430	    1.8475
      10.0	    1.0417	    2.4332
      11.0	    1.0403	    3.0220
      12.0	    1.0390	    3.6144
      13.0	    1.0378	    4.2112
      14.0	    1.0366	    4.8130
      15.0	    1.0355	    5.4202
      16.0	    1.0346	    6.0335
      17.0	    1.0337	    6.6533
      18.0	    1.0330	    7.2798
      19.0	    1.0325	    7.9136
      20.0	    1.0321	    8.5549
      21.0	    1.0319	    9.2039
      22.0	    1.0318	    9.8608
      23.0	    1.0318	   10.5260
      24.0	    1.0320	   11.1995
      25.0	    1.0323	   11.8816
      26.0	    1.0328	   12.5726
      27.0	    1.0334	   13.2725
      28.0	    1.0340	   13.9816
      29.0	    1.0348	   14.7000
      30.0	    1.0356	   15.4278
      31.0	    1.0365	   16.1651
      32.0	    1.0375	   16.9119
      33.0	    1.0384	   17.6683
      34.0	    1.0394	   18.4340
      35.0	    1.0404	   19.2090
      36.0	    1.0413	   19.9931
      37.0	    1.0422	   20.7861
      38.0	    1.0431	   21.5876
      39.0	    1.0439	   22.3972
      40.0	    1.0447	   23.2146
      41.0	    1.0454	   24.0392
      42.0	    1.0460	   24.8704
      43.0	    1.0466	   25.7078
      44.0	    1.0471	   26.5504
      45.0	    1.0476	   27.3978
      46.0	    1.0480	   28.2489
      47.0	    1.0483	   29.1031
      48.0	    1.0487	   29.9594
      49.0	    1.0489	   30.8169
      50.0	    1.0492	   31.6747
      51.0	    1.0494	   32.5320
      52.0	    1.0495	   33.3877
      53.0	    1.0496	   34.2411
      54.0	    1.0497	   35.0913
      55.0	    1.0498	   35.9376
      56.0	    1.0498	   36.7794
      57.0	    1.0498	   37.6159
      58.0	    1.0498	   38.4469
      59.0	    1.0498	   39.2718
      60.0	    1.0497	   40.0904
      61.0	    1.0496	   40.9026
      62.0	    1.0495	   41.7083
      63.0	    1.0495	   42.5075
      64.0	    1.0494	   43.3004
      65.0	    1.0494	   44.0872
      66.0	    1.0493	   44.8684
      67.0	    1.0493	   45.6444
      68.0	    1.0494	   46.4156
      69.0	    1.0494	   47.1827
      70.0	    1.0495	   47.9463
      71.0	    1.0496	   48.7070
      72.0	    1.0498	   49.4655
      73.0	    1.0499	   50.2226
      74.0	    1.0500	   50.9789
      75.0	    1.0502	   51.7349
      76.0	    1.0503	   52.4914
      77.0	    1.0504	   53.2489
      78.0	    1.0505	   54.0078
      79.0	    1.0505	   54.7687
      80.0	    1.0504	   55.5317
      81.0	    1.0504	   56.2974
      82.0	    1.0502	   57.0658
      83.0	    1.0500	   57.8372
      84.0	    1.0497	   58.6117
      85.0	    1.0494	   59.3893
      86.0	    1.0490	   60.1699
      87.0	    1.0484	   60.9536
      88.0	    1.0479	   61.7401
      89.0	    1.0472	   62.5293
      90.0	    1.0464	   63.3210
      91.0	    1.0456	   64.1150
      92.0	    1.0447	   64.9110
      93.0	    1.0438	   65.7089
      94.0	    1.0428	   66.5086
      95.0	    1.0418	   67.3099
      96.0	    1.0407	   68.1129
      97.0	    1.0397	   68.9176
      98.0	    1.0387	   69.7243
      99.0	    1.0377	   70.5331
     100.0	    1.0368	   71.3445
     101.0	    1.0360	   72.1590
     102.0	    1.0352	   72.9770
     103.0	    1.0345	   73.7993
     104.0	    1.0339	   74.6264
     105.0	    1.0334	   75.4593
     106.0	    1.0331	   76.2985
     107.0	    1.0328	   77.1450
     108.0	    1.0327	   77.9996
     109.0	    1.0326	   78.8632
     110.0	    1.0327	   79.7366
     111.0	    1.0329	   80.6207
     112.0	    1.0333	   81.5162
     113.0	    1.0337	   82.4239
     114.0	    1.0342	   83.3444
     115.0	    1.0349	   84.2783
     116.0	    1.0356	   85.2259
