    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9113	   -0.1939
       1.0	    0.9112	   -0.1598
       2.0	    0.9110	   -0.0576
       3.0	    0.9107	    0.1128
       4.0	    0.9102	    0.3513
       5.0	    0.9095	    0.6580
       6.0	    0.9086	    1.0327
       6.0	    1.0476	   -0.1159
       7.0	    1.0466	    0.3907
       8.0	    1.0456	    0.8996
       9.0	    1.0445	    1.4115
      10.0	    1.0434	    1.9272
      11.0	    1.0423	    2.4474
      12.0	    1.0412	    2.9727
      13.0	    1.0401	    3.5038
      14.0	    1.0391	    4.0413
      15.0	    1.0382	    4.5858
      16.0	    1.0374	    5.1377
      17.0	    1.0367	    5.6973
      18.0	    1.0361	    6.2651
      19.0	    1.0355	    6.8412
      20.0	    1.0352	    7.4258
      21.0	    1.0349	    8.0190
      22.0	    1.0348	    8.6209
      23.0	    1.0348	    9.2315
      24.0	    1.0349	    9.8508
      25.0	    1.0351	   10.4787
      26.0	    1.0354	   11.1152
      27.0	    1.0359	   11.7602
      28.0	    1.0364	   12.4135
      29.0	    1.0370	   13.0751
      30.0	    1.0377	   13.7447
      31.0	    1.0384	   14.4223
      32.0	    1.0392	   15.1076
      33.0	    1.0400	   15.8004
      34.0	    1.0409	   16.5004
      35.0	    1.0417	   17.2076
      36.0	    1.0425	   17.9215
      37.0	    1.0433	   18.6419
      38.0	    1.0441	   19.3685
      39.0	    1.0448	   20.1010
      40.0	    1.0455	   20.8390
      41.0	    1.0462	   21.5822
      42.0	    1.0467	   22.3302
      43.0	    1.0473	   23.0825
      44.0	    1.0478	   23.8386
      45.0	    1.0482	   24.5980
      46.0	    1.0486	   25.3602
      47.0	    1.0489	   26.1245
      48.0	    1.0492	   26.8904
      49.0	    1.0495	   27.6571
      50.0	    1.0497	   28.4241
      51.0	    1.0499	   29.1906
      52.0	    1.0501	   29.9561
      53.0	    1.0503	   30.7197
      54.0	    1.0504	   31.4811
      55.0	    1.0505	   32.2395
      56.0	    1.0506	   32.9945
      57.0	    1.0506	   33.7456
      58.0	    1.0506	   34.4924
      59.0	    1.0506	   35.2346
      60.0	    1.0506	   35.9719
      61.0	    1.0506	   36.7040
      62.0	    1.0506	   37.4309
      63.0	    1.0506	   38.1524
      64.0	    1.0505	   38.8686
      65.0	    1.0505	   39.5795
      66.0	    1.0505	   40.2853
      67.0	    1.0506	   40.9862
      68.0	    1.0506	   41.6825
      69.0	    1.0507	   42.3744
      70.0	    1.0507	   43.0625
      71.0	    1.0508	   43.7470
      72.0	    1.0509	   44.4284
      73.0	    1.0510	   45.1073
      74.0	    1.0510	   45.7842
      75.0	    1.0511	   46.4594
      76.0	    1.0511	   47.1336
      77.0	    1.0511	   47.8071
      78.0	    1.0511	   48.4805
      79.0	    1.0511	   49.1541
      80.0	    1.0509	   49.8284
      81.0	    1.0508	   50.5038
      82.0	    1.0506	   51.1805
      83.0	    1.0503	   51.8589
      84.0	    1.0500	   52.5392
      85.0	    1.0496	   53.2217
      86.0	    1.0491	   53.9065
      87.0	    1.0486	   54.5938
      88.0	    1.0480	   55.2836
      89.0	    1.0473	   55.9761
      90.0	    1.0466	   56.6712
      91.0	    1.0458	   57.3691
      92.0	    1.0450	   58.0698
      93.0	    1.0442	   58.7732
      94.0	    1.0433	   59.4796
      95.0	    1.0424	   60.1889
      96.0	    1.0415	   60.9014
      97.0	    1.0406	   61.6173
      98.0	    1.0398	   62.3367
      99.0	    1.0390	   63.0600
     100.0	    1.0382	   63.7876
     101.0	    1.0375	   64.5199
     102.0	    1.0369	   65.2574
     103.0	    1.0364	   66.0004
     104.0	    1.0359	   66.7496
     105.0	    1.0356	   67.5054
     106.0	    1.0354	   68.2685
     107.0	    1.0353	   69.0393
     108.0	    1.0352	   69.8185
     109.0	    1.0353	   70.6066
     110.0	    1.0355	   71.4041
     111.0	    1.0358	   72.2114
     112.0	    1.0362	   73.0291
     113.0	    1.0366	   73.8575
     114.0	    1.0372	   74.6969
     115.0	    1.0378	   75.5475
     116.0	    1.0385	   76.4096
