    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9013	   -0.3463
       1.0	    0.9012	   -0.3107
       2.0	    0.9009	   -0.2038
       3.0	    0.9005	   -0.0257
       4.0	    0.8998	    0.2236
       5.0	    0.8989	    0.5438
       6.0	    0.8977	    0.9349
       6.0	    1.0447	    0.1481
       7.0	    1.0431	    0.7399
       8.0	    1.0412	    1.3363
       9.0	    1.0393	    1.9390
      10.0	    1.0373	    2.5494
      11.0	    1.0352	    3.1690
      12.0	    1.0331	    3.7993
      13.0	    1.0310	    4.4416
      14.0	    1.0289	    5.0973
      15.0	    1.0268	    5.7672
      16.0	    1.0248	    6.4525
      17.0	    1.0228	    7.1538
      18.0	    1.0210	    7.8717
      19.0	    1.0192	    8.6068
      20.0	    1.0175	    9.3594
      21.0	    1.0159	   10.1296
      22.0	    1.0144	   10.9178
      23.0	    1.0131	   11.7239
      24.0	    1.0120	   12.5482
      25.0	    1.0110	   13.3907
      26.0	    1.0103	   14.2514
      27.0	    1.0097	   15.1303
      28.0	    1.0093	   16.0275
      29.0	    1.0092	   16.9428
      30.0	    1.0092	   17.8761
      31.0	    1.0095	   18.8273
      32.0	    1.0100	   19.7960
      33.0	    1.0107	   20.7820
      34.0	    1.0116	   21.7849
      35.0	    1.0127	   22.8043
      36.0	    1.0140	   23.8399
      37.0	    1.0154	   24.8912
      38.0	    1.0170	   25.9578
      39.0	    1.0186	   27.0394
      40.0	    1.0204	   28.1355
      41.0	    1.0223	   29.2459
      42.0	    1.0242	   30.3700
      43.0	    1.0262	   31.5074
      44.0	    1.0282	   32.6577
      45.0	    1.0303	   33.8203
      46.0	    1.0323	   34.9945
      47.0	    1.0343	   36.1795
      48.0	    1.0364	   37.3743
      49.0	    1.0383	   38.5780
      50.0	    1.0402	   39.7895
      51.0	    1.0421	   41.0077
      52.0	    1.0438	   42.2312
      53.0	    1.0454	   43.4589
      54.0	    1.0468	   44.6896
      55.0	    1.0481	   45.9222
      56.0	    1.0492	   47.1554
      57.0	    1.0501	   48.3884
      58.0	    1.0508	   49.6202
      59.0	    1.0513	   50.8498
      60.0	    1.0516	   52.0766
      61.0	    1.0518	   53.2997
      62.0	    1.0517	   54.5186
      63.0	    1.0515	   55.7325
      64.0	    1.0512	   56.9411
      65.0	    1.0508	   58.1437
      66.0	    1.0503	   59.3400
      67.0	    1.0497	   60.5297
      68.0	    1.0491	   61.7125
      69.0	    1.0485	   62.8881
      70.0	    1.0479	   64.0567
      71.0	    1.0473	   65.2181
      72.0	    1.0467	   66.3725
      73.0	    1.0462	   67.5202
      74.0	    1.0458	   68.6614
      75.0	    1.0454	   69.7966
      76.0	    1.0451	   70.9260
      77.0	    1.0449	   72.0503
      78.0	    1.0448	   73.1700
      79.0	    1.0448	   74.2855
      80.0	    1.0449	   75.3974
      81.0	    1.0450	   76.5063
      82.0	    1.0453	   77.6127
      83.0	    1.0456	   78.7173
      84.0	    1.0460	   79.8206
      85.0	    1.0464	   80.9232
      86.0	    1.0469	   82.0255
      87.0	    1.0473	   83.1282
      88.0	    1.0477	   84.2314
      89.0	    1.0480	   85.3357
      90.0	    1.0482	   86.4414
      91.0	    1.0483	   87.5485
      92.0	    1.0482	   88.6574
      93.0	    1.0479	   89.7681
      94.0	    1.0474	   90.8807
      95.0	    1.0466	   91.9954
      96.0	    1.0457	   93.1124
      97.0	    1.0445	   94.2318
      98.0	    1.0431	   95.3539
      99.0	    1.0415	   96.4791
     100.0	    1.0397	   97.6079
     101.0	    1.0377	   98.7407
     102.0	    1.0356	   99.8782
     103.0	    1.0334	  101.0210
     104.0	    1.0310	  102.1700
     105.0	    1.0287	  103.3260
     106.0	    1.0263	  104.4899
     107.0	    1.0238	  105.6626
     108.0	    1.0215	  106.8453
     109.0	    1.0192	  108.0391
     110.0	    1.0170	  109.2451
     111.0	    1.0149	  110.4646
     112.0	    1.0129	  111.6989
     113.0	    1.0112	  112.9494
     114.0	    1.0097	  114.2172
     115.0	    1.0084	  115.5037
     116.0	    1.0074	  116.8100
