    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8695	    0.1281
       1.0	    0.8694	    0.1667
       2.0	    0.8692	    0.2827
       3.0	    0.8687	    0.4758
       4.0	    0.8681	    0.7459
       5.0	    0.8672	    1.0928
       6.0	    0.8661	    1.5162
       6.0	    1.0464	    0.1074
       7.0	    1.0451	    0.6974
       8.0	    1.0438	    1.2879
       9.0	    1.0423	    1.8795
      10.0	    1.0409	    2.4730
      11.0	    1.0394	    3.0689
      12.0	    1.0380	    3.6680
      13.0	    1.0366	    4.2709
      14.0	    1.0353	    4.8784
      15.0	    1.0342	    5.4910
      16.0	    1.0331	    6.1093
      17.0	    1.0322	    6.7339
      18.0	    1.0314	    7.3653
      19.0	    1.0307	    8.0039
      20.0	    1.0302	    8.6500
      21.0	    1.0299	    9.3042
      22.0	    1.0297	    9.9667
      23.0	    1.0297	   10.6380
      24.0	    1.0299	   11.3184
      25.0	    1.0302	   12.0083
      26.0	    1.0306	   12.7080
      27.0	    1.0311	   13.4180
      28.0	    1.0318	   14.1386
      29.0	    1.0326	   14.8701
      30.0	    1.0334	   15.6127
      31.0	    1.0343	   16.3667
      32.0	    1.0353	   17.1323
      33.0	    1.0363	   17.9094
      34.0	    1.0374	   18.6982
      35.0	    1.0385	   19.4984
      36.0	    1.0395	   20.3101
      37.0	    1.0405	   21.1329
      38.0	    1.0415	   21.9666
      39.0	    1.0425	   22.8106
      40.0	    1.0434	   23.6646
      41.0	    1.0442	   24.5280
      42.0	    1.0450	   25.4001
      43.0	    1.0457	   26.2803
      44.0	    1.0463	   27.1676
      45.0	    1.0469	   28.0612
      46.0	    1.0475	   28.9602
      47.0	    1.0479	   29.8634
      48.0	    1.0484	   30.7699
      49.0	    1.0487	   31.6784
      50.0	    1.0491	   32.5879
      51.0	    1.0493	   33.4971
      52.0	    1.0496	   34.4048
      53.0	    1.0498	   35.3100
      54.0	    1.0499	   36.2114
      55.0	    1.0501	   37.1081
      56.0	    1.0501	   37.9992
      57.0	    1.0502	   38.8836
      58.0	    1.0502	   39.7607
      59.0	    1.0502	   40.6299
      60.0	    1.0502	   41.4906
      61.0	    1.0501	   42.3424
      62.0	    1.0500	   43.1850
      63.0	    1.0500	   44.0184
      64.0	    1.0499	   44.8425
      65.0	    1.0499	   45.6575
      66.0	    1.0499	   46.4636
      67.0	    1.0499	   47.2611
      68.0	    1.0499	   48.0507
      69.0	    1.0499	   48.8329
      70.0	    1.0500	   49.6082
      71.0	    1.0500	   50.3775
      72.0	    1.0501	   51.1415
      73.0	    1.0502	   51.9010
      74.0	    1.0503	   52.6568
      75.0	    1.0503	   53.4097
      76.0	    1.0504	   54.1605
      77.0	    1.0504	   54.9101
      78.0	    1.0504	   55.6590
      79.0	    1.0503	   56.4080
      80.0	    1.0502	   57.1578
      81.0	    1.0501	   57.9088
      82.0	    1.0499	   58.6616
      83.0	    1.0496	   59.4166
      84.0	    1.0493	   60.1743
      85.0	    1.0489	   60.9349
      86.0	    1.0484	   61.6987
      87.0	    1.0479	   62.4658
      88.0	    1.0472	   63.2364
      89.0	    1.0465	   64.0106
      90.0	    1.0458	   64.7882
      91.0	    1.0449	   65.5694
      92.0	    1.0440	   66.3540
      93.0	    1.0430	   67.1420
      94.0	    1.0420	   67.9334
      95.0	    1.0409	   68.7283
      96.0	    1.0398	   69.5266
      97.0	    1.0387	   70.3286
      98.0	    1.0377	   71.1344
      99.0	    1.0366	   71.9444
     100.0	    1.0356	   72.7590
     101.0	    1.0347	   73.5785
     102.0	    1.0338	   74.4036
     103.0	    1.0330	   75.2347
     104.0	    1.0323	   76.0726
     105.0	    1.0318	   76.9180
     106.0	    1.0313	   77.7716
     107.0	    1.0310	   78.6341
     108.0	    1.0308	   79.5064
     109.0	    1.0308	   80.3892
     110.0	    1.0308	   81.2833
     111.0	    1.0310	   82.1894
     112.0	    1.0313	   83.1082
     113.0	    1.0318	   84.0404
     114.0	    1.0323	   84.9865
     115.0	    1.0330	   85.9468
     116.0	    1.0338	   86.9216
