    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8616	   -0.5363
       1.0	    0.8615	   -0.5018
       2.0	    0.8612	   -0.3982
       3.0	    0.8607	   -0.2260
       4.0	    0.8599	    0.0148
       5.0	    0.8589	    0.3235
       6.0	    0.8576	    0.6995
       6.0	    1.0460	   -0.0823
       7.0	    1.0442	    0.5183
       8.0	    1.0423	    1.1171
       9.0	    1.0404	    1.7159
      10.0	    1.0384	    2.3164
      11.0	    1.0365	    2.9207
      12.0	    1.0347	    3.5304
      13.0	    1.0330	    4.1475
      14.0	    1.0315	    4.7737
      15.0	    1.0301	    5.4105
      16.0	    1.0289	    6.0592
      17.0	    1.0278	    6.7212
      18.0	    1.0269	    7.3975
      19.0	    1.0262	    8.0890
      20.0	    1.0257	    8.7967
      21.0	    1.0253	    9.5214
      22.0	    1.0251	   10.2639
      23.0	    1.0250	   11.0253
      24.0	    1.0251	   11.8064
      25.0	    1.0253	   12.6083
      26.0	    1.0256	   13.4321
      27.0	    1.0260	   14.2788
      28.0	    1.0266	   15.1497
      29.0	    1.0272	   16.0457
      30.0	    1.0280	   16.9678
      31.0	    1.0288	   17.9172
      32.0	    1.0297	   18.8945
      33.0	    1.0307	   19.9005
      34.0	    1.0317	   20.9358
      35.0	    1.0328	   22.0008
      36.0	    1.0338	   23.0960
      37.0	    1.0349	   24.2215
      38.0	    1.0359	   25.3774
      39.0	    1.0369	   26.5637
      40.0	    1.0379	   27.7803
      41.0	    1.0389	   29.0268
      42.0	    1.0398	   30.3029
      43.0	    1.0407	   31.6079
      44.0	    1.0416	   32.9410
      45.0	    1.0425	   34.3014
      46.0	    1.0434	   35.6877
      47.0	    1.0443	   37.0986
      48.0	    1.0452	   38.5324
      49.0	    1.0461	   39.9874
      50.0	    1.0470	   41.4614
      51.0	    1.0479	   42.9522
      52.0	    1.0488	   44.4574
      53.0	    1.0496	   45.9747
      54.0	    1.0504	   47.5013
      55.0	    1.0511	   49.0349
      56.0	    1.0516	   50.5729
      57.0	    1.0521	   52.1129
      58.0	    1.0524	   53.6525
      59.0	    1.0526	   55.1896
      60.0	    1.0526	   56.7221
      61.0	    1.0525	   58.2482
      62.0	    1.0523	   59.7662
      63.0	    1.0519	   61.2745
      64.0	    1.0514	   62.7719
      65.0	    1.0508	   64.2571
      66.0	    1.0501	   65.7291
      67.0	    1.0494	   67.1870
      68.0	    1.0487	   68.6301
      69.0	    1.0479	   70.0577
      70.0	    1.0471	   71.4694
      71.0	    1.0463	   72.8649
      72.0	    1.0455	   74.2441
      73.0	    1.0448	   75.6068
      74.0	    1.0441	   76.9531
      75.0	    1.0434	   78.2831
      76.0	    1.0429	   79.5970
      77.0	    1.0424	   80.8951
      78.0	    1.0420	   82.1776
      79.0	    1.0417	   83.4450
      80.0	    1.0416	   84.6975
      81.0	    1.0416	   85.9355
      82.0	    1.0417	   87.1596
      83.0	    1.0420	   88.3699
      84.0	    1.0425	   89.5670
      85.0	    1.0431	   90.7511
      86.0	    1.0438	   91.9227
      87.0	    1.0447	   93.0820
      88.0	    1.0456	   94.2293
      89.0	    1.0466	   95.3648
      90.0	    1.0477	   96.4887
      91.0	    1.0487	   97.6012
      92.0	    1.0496	   98.7025
      93.0	    1.0505	   99.7928
      94.0	    1.0513	  100.8725
      95.0	    1.0520	  101.9418
      96.0	    1.0526	  103.0016
      97.0	    1.0530	  104.0526
      98.0	    1.0532	  105.0957
      99.0	    1.0534	  106.1322
     100.0	    1.0533	  107.1636
     101.0	    1.0531	  108.1915
     102.0	    1.0528	  109.2179
     103.0	    1.0524	  110.2448
     104.0	    1.0518	  111.2746
     105.0	    1.0511	  112.3096
     106.0	    1.0503	  113.3524
     107.0	    1.0493	  114.4056
     108.0	    1.0482	  115.4719
     109.0	    1.0471	  116.5543
     110.0	    1.0458	  117.6554
     111.0	    1.0445	  118.7781
     112.0	    1.0430	  119.9251
     113.0	    1.0415	  121.0994
     114.0	    1.0400	  122.3034
     115.0	    1.0385	  123.5396
     116.0	    1.0369	  124.8105
