    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9122	   -0.2374
       1.0	    0.9122	   -0.2045
       2.0	    0.9120	   -0.1056
       3.0	    0.9116	    0.0591
       4.0	    0.9112	    0.2897
       5.0	    0.9105	    0.5861
       6.0	    0.9097	    0.9483
       6.0	    1.0479	   -0.1356
       7.0	    1.0470	    0.3611
       8.0	    1.0460	    0.8602
       9.0	    1.0449	    1.3624
      10.0	    1.0439	    1.8685
      11.0	    1.0428	    2.3793
      12.0	    1.0417	    2.8952
      13.0	    1.0407	    3.4171
      14.0	    1.0397	    3.9454
      15.0	    1.0389	    4.4806
      16.0	    1.0380	    5.0232
      17.0	    1.0373	    5.5736
      18.0	    1.0367	    6.1319
      19.0	    1.0362	    6.6983
      20.0	    1.0359	    7.2730
      21.0	    1.0356	    7.8561
      22.0	    1.0355	    8.4474
      23.0	    1.0355	    9.0469
      24.0	    1.0356	    9.6547
      25.0	    1.0358	   10.2704
      26.0	    1.0361	   10.8941
      27.0	    1.0365	   11.5255
      28.0	    1.0370	   12.1645
      29.0	    1.0376	   12.8110
      30.0	    1.0382	   13.4648
      31.0	    1.0389	   14.1256
      32.0	    1.0397	   14.7934
      33.0	    1.0404	   15.4678
      34.0	    1.0412	   16.1488
      35.0	    1.0420	   16.8362
      36.0	    1.0428	   17.5296
      37.0	    1.0435	   18.2290
      38.0	    1.0442	   18.9340
      39.0	    1.0449	   19.6445
      40.0	    1.0456	   20.3601
      41.0	    1.0462	   21.0806
      42.0	    1.0467	   21.8057
      43.0	    1.0473	   22.5349
      44.0	    1.0477	   23.2679
      45.0	    1.0482	   24.0043
      46.0	    1.0486	   24.7435
      47.0	    1.0490	   25.4851
      48.0	    1.0493	   26.2286
      49.0	    1.0496	   26.9733
      50.0	    1.0499	   27.7187
      51.0	    1.0501	   28.4642
      52.0	    1.0504	   29.2092
      53.0	    1.0506	   29.9531
      54.0	    1.0507	   30.6954
      55.0	    1.0509	   31.4355
      56.0	    1.0510	   32.1730
      57.0	    1.0511	   32.9073
      58.0	    1.0512	   33.6380
      59.0	    1.0512	   34.3648
      60.0	    1.0512	   35.0873
      61.0	    1.0512	   35.8053
      62.0	    1.0512	   36.5185
      63.0	    1.0512	   37.2268
      64.0	    1.0512	   37.9300
      65.0	    1.0512	   38.6282
      66.0	    1.0512	   39.3212
      67.0	    1.0513	   40.0093
      68.0	    1.0513	   40.6926
      69.0	    1.0514	   41.3712
      70.0	    1.0514	   42.0454
      71.0	    1.0515	   42.7155
      72.0	    1.0515	   43.3817
      73.0	    1.0516	   44.0446
      74.0	    1.0516	   44.7045
      75.0	    1.0517	   45.3617
      76.0	    1.0517	   46.0167
      77.0	    1.0516	   46.6699
      78.0	    1.0515	   47.3217
      79.0	    1.0514	   47.9725
      80.0	    1.0512	   48.6228
      81.0	    1.0510	   49.2730
      82.0	    1.0507	   49.9234
      83.0	    1.0504	   50.5743
      84.0	    1.0500	   51.2263
      85.0	    1.0495	   51.8795
      86.0	    1.0490	   52.5342
      87.0	    1.0484	   53.1908
      88.0	    1.0478	   53.8496
      89.0	    1.0471	   54.5107
      90.0	    1.0464	   55.1743
      91.0	    1.0456	   55.8408
      92.0	    1.0448	   56.5102
      93.0	    1.0440	   57.1829
      94.0	    1.0432	   57.8590
      95.0	    1.0424	   58.5389
      96.0	    1.0416	   59.2228
      97.0	    1.0408	   59.9110
      98.0	    1.0400	   60.6039
      99.0	    1.0393	   61.3018
     100.0	    1.0387	   62.0051
     101.0	    1.0381	   62.7143
     102.0	    1.0376	   63.4298
     103.0	    1.0371	   64.1521
     104.0	    1.0368	   64.8815
     105.0	    1.0365	   65.6186
     106.0	    1.0363	   66.3638
     107.0	    1.0362	   67.1175
     108.0	    1.0362	   67.8802
     109.0	    1.0363	   68.6523
     110.0	    1.0365	   69.4341
     111.0	    1.0367	   70.2261
     112.0	    1.0371	   71.0284
     113.0	    1.0375	   71.8413
     114.0	    1.0380	   72.6651
     115.0	    1.0386	   73.4997
     116.0	    1.0393	   74.3453
