    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8979	   -0.3649
       1.0	    0.8978	   -0.3294
       2.0	    0.8975	   -0.2230
       3.0	    0.8970	   -0.0457
       4.0	    0.8963	    0.2024
       5.0	    0.8954	    0.5211
       6.0	    0.8942	    0.9101
       6.0	    1.0446	    0.1751
       7.0	    1.0428	    0.7756
       8.0	    1.0410	    1.3811
       9.0	    1.0390	    1.9930
      10.0	    1.0369	    2.6129
      11.0	    1.0347	    3.2425
      12.0	    1.0325	    3.8833
      13.0	    1.0303	    4.5366
      14.0	    1.0281	    5.2039
      15.0	    1.0260	    5.8862
      16.0	    1.0239	    6.5845
      17.0	    1.0218	    7.2997
      18.0	    1.0198	    8.0323
      19.0	    1.0179	    8.7828
      20.0	    1.0162	    9.5516
      21.0	    1.0145	   10.3389
      22.0	    1.0130	   11.1448
      23.0	    1.0116	   11.9696
      24.0	    1.0104	   12.8133
      25.0	    1.0094	   13.6759
      26.0	    1.0086	   14.5574
      27.0	    1.0079	   15.4580
      28.0	    1.0075	   16.3775
      29.0	    1.0074	   17.3158
      30.0	    1.0074	   18.2728
      31.0	    1.0077	   19.2482
      32.0	    1.0082	   20.2419
      33.0	    1.0089	   21.2534
      34.0	    1.0099	   22.2823
      35.0	    1.0110	   23.3282
      36.0	    1.0123	   24.3907
      37.0	    1.0138	   25.4694
      38.0	    1.0154	   26.5637
      39.0	    1.0172	   27.6733
      40.0	    1.0190	   28.7978
      41.0	    1.0210	   29.9368
      42.0	    1.0230	   31.0898
      43.0	    1.0251	   32.2565
      44.0	    1.0272	   33.4364
      45.0	    1.0293	   34.6288
      46.0	    1.0315	   35.8330
      47.0	    1.0336	   37.0483
      48.0	    1.0357	   38.2737
      49.0	    1.0378	   39.5082
      50.0	    1.0398	   40.7507
      51.0	    1.0417	   42.0000
      52.0	    1.0435	   43.2547
      53.0	    1.0452	   44.5138
      54.0	    1.0467	   45.7759
      55.0	    1.0480	   47.0400
      56.0	    1.0492	   48.3047
      57.0	    1.0501	   49.5692
      58.0	    1.0508	   50.8324
      59.0	    1.0513	   52.0936
      60.0	    1.0516	   53.3518
      61.0	    1.0517	   54.6064
      62.0	    1.0517	   55.8566
      63.0	    1.0514	   57.1020
      64.0	    1.0511	   58.3419
      65.0	    1.0506	   59.5758
      66.0	    1.0500	   60.8034
      67.0	    1.0494	   62.0242
      68.0	    1.0488	   63.2381
      69.0	    1.0481	   64.4447
      70.0	    1.0474	   65.6441
      71.0	    1.0468	   66.8362
      72.0	    1.0462	   68.0212
      73.0	    1.0457	   69.1994
      74.0	    1.0452	   70.3709
      75.0	    1.0448	   71.5362
      76.0	    1.0445	   72.6957
      77.0	    1.0443	   73.8499
      78.0	    1.0442	   74.9993
      79.0	    1.0442	   76.1444
      80.0	    1.0443	   77.2858
      81.0	    1.0445	   78.4241
      82.0	    1.0448	   79.5599
      83.0	    1.0451	   80.6936
      84.0	    1.0456	   81.8261
      85.0	    1.0461	   82.9577
      86.0	    1.0466	   84.0891
      87.0	    1.0471	   85.2207
      88.0	    1.0476	   86.3530
      89.0	    1.0479	   87.4864
      90.0	    1.0482	   88.6210
      91.0	    1.0483	   89.7573
      92.0	    1.0483	   90.8952
      93.0	    1.0480	   92.0350
      94.0	    1.0475	   93.1767
      95.0	    1.0468	   94.3204
      96.0	    1.0458	   95.4664
      97.0	    1.0446	   96.6147
      98.0	    1.0431	   97.7657
      99.0	    1.0415	   98.9197
     100.0	    1.0396	  100.0772
     101.0	    1.0375	  101.2388
     102.0	    1.0353	  102.4049
     103.0	    1.0330	  103.5764
     104.0	    1.0305	  104.7540
     105.0	    1.0280	  105.9386
     106.0	    1.0255	  107.1312
     107.0	    1.0230	  108.3326
     108.0	    1.0205	  109.5441
     109.0	    1.0180	  110.7668
     110.0	    1.0157	  112.0018
     111.0	    1.0135	  113.2506
     112.0	    1.0115	  114.5144
     113.0	    1.0096	  115.7947
     114.0	    1.0080	  117.0927
     115.0	    1.0066	  118.4098
     116.0	    1.0056	  119.7473
