    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5958
       0.0	    0.7468	   -0.5686
       1.0	    0.7467	   -0.5371
       2.0	    0.7465	   -0.4428
       3.0	    0.7460	   -0.2859
       4.0	    0.7454	   -0.0665
       5.0	    0.7446	    0.2149
       6.0	    0.7435	    0.5579
       6.0	    1.0492	    1.7636
       7.0	    1.0468	    2.4103
       8.0	    1.0442	    3.0770
       9.0	    1.0415	    3.7633
      10.0	    1.0388	    4.4686
      11.0	    1.0360	    5.1920
      12.0	    1.0332	    5.9329
      13.0	    1.0306	    6.6902
      14.0	    1.0280	    7.4627
      15.0	    1.0255	    8.2491
      16.0	    1.0232	    9.0477
      17.0	    1.0212	    9.8569
      18.0	    1.0193	   10.6750
      19.0	    1.0178	   11.5001
      20.0	    1.0165	   12.3306
      21.0	    1.0155	   13.1649
      22.0	    1.0149	   14.0017
      23.0	    1.0146	   14.8397
      24.0	    1.0147	   15.6782
      25.0	    1.0151	   16.5165
      26.0	    1.0159	   17.3544
      27.0	    1.0171	   18.1919
      28.0	    1.0185	   19.0291
      29.0	    1.0203	   19.8666
      30.0	    1.0223	   20.7050
      31.0	    1.0245	   21.5453
      32.0	    1.0269	   22.3886
      33.0	    1.0294	   23.2361
      34.0	    1.0319	   24.0896
      35.0	    1.0344	   24.9506
      36.0	    1.0369	   25.8213
      37.0	    1.0393	   26.7038
      38.0	    1.0415	   27.6003
      39.0	    1.0435	   28.5133
      40.0	    1.0453	   29.4449
      41.0	    1.0469	   30.3975
      42.0	    1.0483	   31.3730
      43.0	    1.0496	   32.3733
      44.0	    1.0507	   33.3998
      45.0	    1.0516	   34.4536
      46.0	    1.0524	   35.5353
      47.0	    1.0532	   36.6452
      48.0	    1.0538	   37.7831
      49.0	    1.0544	   38.9483
      50.0	    1.0550	   40.1401
      51.0	    1.0555	   41.3569
      52.0	    1.0560	   42.5972
      53.0	    1.0565	   43.8589
      54.0	    1.0568	   45.1398
      55.0	    1.0571	   46.4374
      56.0	    1.0573	   47.7489
      57.0	    1.0574	   49.0714
      58.0	    1.0574	   50.4016
      59.0	    1.0573	   51.7366
      60.0	    1.0571	   53.0729
      61.0	    1.0568	   54.4074
      62.0	    1.0564	   55.7370
      63.0	    1.0559	   57.0585
      64.0	    1.0554	   58.3692
      65.0	    1.0548	   59.6665
      66.0	    1.0542	   60.9480
      67.0	    1.0536	   62.2118
      68.0	    1.0529	   63.4560
      69.0	    1.0523	   64.6795
      70.0	    1.0517	   65.8812
      71.0	    1.0511	   67.0606
      72.0	    1.0504	   68.2177
      73.0	    1.0498	   69.3525
      74.0	    1.0491	   70.4660
      75.0	    1.0485	   71.5592
      76.0	    1.0479	   72.6337
      77.0	    1.0473	   73.6913
      78.0	    1.0467	   74.7342
      79.0	    1.0461	   75.7650
      80.0	    1.0456	   76.7862
      81.0	    1.0452	   77.8007
      82.0	    1.0448	   78.8112
      83.0	    1.0445	   79.8204
      84.0	    1.0443	   80.8312
      85.0	    1.0442	   81.8461
      86.0	    1.0442	   82.8674
      87.0	    1.0442	   83.8975
      88.0	    1.0442	   84.9383
      89.0	    1.0443	   85.9917
      90.0	    1.0443	   87.0593
      91.0	    1.0444	   88.1427
      92.0	    1.0443	   89.2431
      93.0	    1.0443	   90.3618
