    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5954
       0.0	    0.5315	   -3.0204
       1.0	    0.5315	   -3.0150
       2.0	    0.5315	   -2.9986
       3.0	    0.5315	   -2.9711
       4.0	    0.5315	   -2.9322
       5.0	    0.5315	   -2.8814
       6.0	    0.5315	   -2.8181
       6.0	    1.0371	   -1.6579
       7.0	    1.0370	   -1.5667
       8.0	    1.0369	   -1.4715
       9.0	    1.0368	   -1.3711
      10.0	    1.0367	   -1.2642
      11.0	    1.0366	   -1.1497
      12.0	    1.0364	   -1.0263
      13.0	    1.0363	   -0.8929
      14.0	    1.0362	   -0.7484
      15.0	    1.0360	   -0.5917
      16.0	    1.0359	   -0.4216
      17.0	    1.0357	   -0.2373
      18.0	    1.0355	   -0.0377
      19.0	    1.0354	    0.1781
      20.0	    1.0352	    0.4110
      21.0	    1.0351	    0.6618
      22.0	    1.0349	    0.9313
      23.0	    1.0347	    1.2202
      24.0	    1.0346	    1.5292
      25.0	    1.0344	    1.8590
      26.0	    1.0343	    2.2100
      27.0	    1.0342	    2.5830
      28.0	    1.0340	    2.9783
      29.0	    1.0339	    3.3963
      30.0	    1.0338	    3.8375
      31.0	    1.0338	    4.3020
      32.0	    1.0337	    4.7903
      33.0	    1.0337	    5.3023
      34.0	    1.0336	    5.8382
      35.0	    1.0336	    6.3980
      36.0	    1.0336	    6.9817
      37.0	    1.0337	    7.5892
      38.0	    1.0337	    8.2202
      39.0	    1.0338	    8.8746
      40.0	    1.0339	    9.5520
      41.0	    1.0340	   10.2520
      42.0	    1.0341	   10.9742
      43.0	    1.0342	   11.7180
      44.0	    1.0344	   12.4831
      45.0	    1.0345	   13.2686
      46.0	    1.0347	   14.0739
      47.0	    1.0349	   14.8984
      48.0	    1.0351	   15.7412
      49.0	    1.0353	   16.6014
      50.0	    1.0355	   17.4782
      51.0	    1.0357	   18.3707
      52.0	    1.0359	   19.2779
      53.0	    1.0361	   20.1987
      54.0	    1.0363	   21.1321
      55.0	    1.0365	   22.0770
      56.0	    1.0366	   23.0323
      57.0	    1.0368	   23.9968
      58.0	    1.0369	   24.9695
      59.0	    1.0371	   25.9490
