    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.7992	   -0.3358
       1.0	    0.7991	   -0.3009
       2.0	    0.7988	   -0.1964
       3.0	    0.7983	   -0.0224
       4.0	    0.7976	    0.2208
       5.0	    0.7967	    0.5329
       6.0	    0.7955	    0.9132
       6.0	    1.0450	    0.2317
       7.0	    1.0432	    0.8420
       8.0	    1.0413	    1.4510
       9.0	    1.0394	    2.0592
      10.0	    1.0374	    2.6671
      11.0	    1.0356	    3.2755
      12.0	    1.0338	    3.8853
      13.0	    1.0321	    4.4971
      14.0	    1.0306	    5.1119
      15.0	    1.0293	    5.7301
      16.0	    1.0282	    6.3526
      17.0	    1.0272	    6.9797
      18.0	    1.0265	    7.6120
      19.0	    1.0260	    8.2500
      20.0	    1.0257	    8.8941
      21.0	    1.0256	    9.5448
      22.0	    1.0258	   10.2028
      23.0	    1.0261	   10.8688
      24.0	    1.0265	   11.5437
      25.0	    1.0271	   12.2283
      26.0	    1.0279	   12.9237
      27.0	    1.0288	   13.6311
      28.0	    1.0297	   14.3515
      29.0	    1.0308	   15.0862
      30.0	    1.0320	   15.8361
      31.0	    1.0332	   16.6023
      32.0	    1.0344	   17.3857
      33.0	    1.0356	   18.1869
      34.0	    1.0368	   19.0067
      35.0	    1.0381	   19.8453
      36.0	    1.0392	   20.7029
      37.0	    1.0403	   21.5796
      38.0	    1.0414	   22.4751
      39.0	    1.0423	   23.3892
      40.0	    1.0432	   24.3212
      41.0	    1.0440	   25.2703
      42.0	    1.0447	   26.2358
      43.0	    1.0453	   27.2164
      44.0	    1.0459	   28.2109
      45.0	    1.0464	   29.2180
      46.0	    1.0468	   30.2360
      47.0	    1.0472	   31.2632
      48.0	    1.0476	   32.2977
      49.0	    1.0479	   33.3376
      50.0	    1.0482	   34.3808
      51.0	    1.0485	   35.4251
      52.0	    1.0487	   36.4684
      53.0	    1.0489	   37.5082
      54.0	    1.0491	   38.5426
      55.0	    1.0493	   39.5693
      56.0	    1.0494	   40.5864
      57.0	    1.0495	   41.5919
      58.0	    1.0496	   42.5844
      59.0	    1.0496	   43.5623
      60.0	    1.0496	   44.5245
      61.0	    1.0495	   45.4703
      62.0	    1.0495	   46.3989
      63.0	    1.0494	   47.3101
      64.0	    1.0493	   48.2040
      65.0	    1.0492	   49.0807
      66.0	    1.0491	   49.9410
      67.0	    1.0489	   50.7854
      68.0	    1.0488	   51.6152
      69.0	    1.0488	   52.4314
      70.0	    1.0487	   53.2355
      71.0	    1.0486	   54.0291
      72.0	    1.0486	   54.8136
      73.0	    1.0485	   55.5909
      74.0	    1.0485	   56.3626
      75.0	    1.0485	   57.1303
      76.0	    1.0484	   57.8958
      77.0	    1.0484	   58.6604
      78.0	    1.0485	   59.4256
      79.0	    1.0485	   60.1926
      80.0	    1.0486	   60.9627
      81.0	    1.0486	   61.7367
      82.0	    1.0487	   62.5156
      83.0	    1.0488	   63.2998
      84.0	    1.0489	   64.0900
      85.0	    1.0489	   64.8864
      86.0	    1.0489	   65.6891
      87.0	    1.0489	   66.4981
      88.0	    1.0488	   67.3130
      89.0	    1.0485	   68.1333
      90.0	    1.0482	   68.9585
      91.0	    1.0477	   69.7878
      92.0	    1.0471	   70.6203
      93.0	    1.0464	   71.4553
      94.0	    1.0455	   72.2919
      95.0	    1.0445	   73.1292
      96.0	    1.0434	   73.9668
      97.0	    1.0422	   74.8040
      98.0	    1.0409	   75.6406
      99.0	    1.0396	   76.4766
     100.0	    1.0383	   77.3121
     101.0	    1.0370	   78.1474
     102.0	    1.0358	   78.9832
     103.0	    1.0346	   79.8202
     104.0	    1.0335	   80.6594
     105.0	    1.0325	   81.5018
     106.0	    1.0316	   82.3488
     107.0	    1.0308	   83.2018
     108.0	    1.0301	   84.0623
     109.0	    1.0295	   84.9319
     110.0	    1.0291	   85.8125
     111.0	    1.0287	   86.7058
     112.0	    1.0285	   87.6137
     113.0	    1.0284	   88.5380
     114.0	    1.0284	   89.4805
     115.0	    1.0286	   90.4429
     116.0	    1.0289	   91.4266
