    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5953
       0.0	    0.4764	   -3.1868
       1.0	    0.4764	   -3.1818
       2.0	    0.4764	   -3.1668
       3.0	    0.4764	   -3.1415
       4.0	    0.4764	   -3.1058
       5.0	    0.4764	   -3.0591
       6.0	    0.4764	   -3.0010
       6.0	    1.0371	   -1.6948
       7.0	    1.0371	   -1.6163
       8.0	    1.0370	   -1.5346
       9.0	    1.0369	   -1.4487
      10.0	    1.0369	   -1.3576
      11.0	    1.0368	   -1.2602
      12.0	    1.0367	   -1.1556
      13.0	    1.0366	   -1.0428
      14.0	    1.0365	   -0.9209
      15.0	    1.0364	   -0.7889
      16.0	    1.0363	   -0.6460
      17.0	    1.0362	   -0.4914
      18.0	    1.0361	   -0.3241
      19.0	    1.0360	   -0.1435
      20.0	    1.0359	    0.0511
      21.0	    1.0358	    0.2606
      22.0	    1.0356	    0.4855
      23.0	    1.0355	    0.7265
      24.0	    1.0354	    0.9841
      25.0	    1.0353	    1.2589
      26.0	    1.0352	    1.5514
      27.0	    1.0351	    1.8619
      28.0	    1.0351	    2.1910
      29.0	    1.0350	    2.5388
      30.0	    1.0349	    2.9059
      31.0	    1.0349	    3.2923
      32.0	    1.0348	    3.6982
      33.0	    1.0348	    4.1238
      34.0	    1.0348	    4.5693
      35.0	    1.0348	    5.0344
      36.0	    1.0348	    5.5194
      37.0	    1.0348	    6.0240
      38.0	    1.0348	    6.5481
      39.0	    1.0349	    7.0914
      40.0	    1.0349	    7.6538
      41.0	    1.0350	    8.2349
      42.0	    1.0351	    8.8344
      43.0	    1.0352	    9.4517
      44.0	    1.0353	   10.0866
      45.0	    1.0354	   10.7383
      46.0	    1.0355	   11.4064
      47.0	    1.0356	   12.0903
      48.0	    1.0358	   12.7893
      49.0	    1.0359	   13.5027
      50.0	    1.0360	   14.2298
      51.0	    1.0362	   14.9698
      52.0	    1.0363	   15.7218
      53.0	    1.0365	   16.4852
      54.0	    1.0366	   17.2589
      55.0	    1.0367	   18.0420
      56.0	    1.0368	   18.8337
      57.0	    1.0369	   19.6331
      58.0	    1.0370	   20.4391
      59.0	    1.0371	   21.2508
      60.0	    1.0372	   22.0672
      61.0	    1.0372	   22.8873
      62.0	    1.0373	   23.7102
      63.0	    1.0373	   24.5348
      64.0	    1.0373	   25.3601
      65.0	    1.0373	   26.1853
      66.0	    1.0373	   27.0092
      67.0	    1.0372	   27.8310
      68.0	    1.0371	   28.6497
      69.0	    1.0371	   29.4644
      70.0	    1.0370	   30.2742
      71.0	    1.0369	   31.0781
      72.0	    1.0368	   31.8753
      73.0	    1.0366	   32.6650
      74.0	    1.0365	   33.4463
      75.0	    1.0364	   34.2185
      76.0	    1.0362	   34.9809
      77.0	    1.0361	   35.7326
      78.0	    1.0360	   36.4730
      79.0	    1.0358	   37.2015
      80.0	    1.0357	   37.9174
      81.0	    1.0356	   38.6202
      82.0	    1.0355	   39.3093
      83.0	    1.0354	   39.9843
      84.0	    1.0353	   40.6447
      85.0	    1.0352	   41.2902
      86.0	    1.0352	   41.9204
      87.0	    1.0352	   42.5351
      88.0	    1.0352	   43.1341
      89.0	    1.0352	   43.7171
      90.0	    1.0352	   44.2842
      91.0	    1.0352	   44.8352
      92.0	    1.0352	   45.3702
      93.0	    1.0353	   45.8892
      94.0	    1.0354	   46.3923
      95.0	    1.0354	   46.8798
      96.0	    1.0355	   47.3517
      97.0	    1.0356	   47.8084
      98.0	    1.0357	   48.2502
      99.0	    1.0358	   48.6775
     100.0	    1.0359	   49.0906
     101.0	    1.0360	   49.4901
