    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8885	   -0.4165
       1.0	    0.8884	   -0.3816
       2.0	    0.8881	   -0.2770
       3.0	    0.8877	   -0.1027
       4.0	    0.8870	    0.1410
       5.0	    0.8860	    0.4538
       6.0	    0.8848	    0.8354
       6.0	    1.0442	    0.2435
       7.0	    1.0423	    0.8663
       8.0	    1.0403	    1.4944
       9.0	    1.0381	    2.1295
      10.0	    1.0358	    2.7735
      11.0	    1.0334	    3.4282
      12.0	    1.0310	    4.0953
      13.0	    1.0285	    4.7765
      14.0	    1.0261	    5.4731
      15.0	    1.0237	    6.1866
      16.0	    1.0214	    6.9180
      17.0	    1.0191	    7.6681
      18.0	    1.0169	    8.4377
      19.0	    1.0148	    9.2272
      20.0	    1.0128	   10.0371
      21.0	    1.0110	   10.8676
      22.0	    1.0092	   11.7187
      23.0	    1.0077	   12.5907
      24.0	    1.0063	   13.4835
      25.0	    1.0051	   14.3972
      26.0	    1.0041	   15.3318
      27.0	    1.0034	   16.2873
      28.0	    1.0029	   17.2635
      29.0	    1.0026	   18.2605
      30.0	    1.0026	   19.2779
      31.0	    1.0029	   20.3154
      32.0	    1.0034	   21.3728
      33.0	    1.0042	   22.4495
      34.0	    1.0052	   23.5451
      35.0	    1.0064	   24.6590
      36.0	    1.0078	   25.7907
      37.0	    1.0095	   26.9396
      38.0	    1.0113	   28.1052
      39.0	    1.0132	   29.2871
      40.0	    1.0153	   30.4846
      41.0	    1.0174	   31.6976
      42.0	    1.0197	   32.9254
      43.0	    1.0220	   34.1676
      44.0	    1.0244	   35.4239
      45.0	    1.0268	   36.6934
      46.0	    1.0292	   37.9756
      47.0	    1.0316	   39.2695
      48.0	    1.0340	   40.5742
      49.0	    1.0363	   41.8887
      50.0	    1.0385	   43.2117
      51.0	    1.0407	   44.5419
      52.0	    1.0427	   45.8781
      53.0	    1.0446	   47.2188
      54.0	    1.0463	   48.5628
      55.0	    1.0478	   49.9087
      56.0	    1.0490	   51.2556
      57.0	    1.0501	   52.6021
      58.0	    1.0508	   53.9475
      59.0	    1.0514	   55.2907
      60.0	    1.0517	   56.6310
      61.0	    1.0517	   57.9677
      62.0	    1.0516	   59.3000
      63.0	    1.0512	   60.6273
      64.0	    1.0508	   61.9492
      65.0	    1.0501	   63.2650
      66.0	    1.0494	   64.5743
      67.0	    1.0486	   65.8768
      68.0	    1.0478	   67.1720
      69.0	    1.0470	   68.4598
      70.0	    1.0462	   69.7401
      71.0	    1.0454	   71.0129
      72.0	    1.0447	   72.2782
      73.0	    1.0441	   73.5363
      74.0	    1.0435	   74.7875
      75.0	    1.0431	   76.0322
      76.0	    1.0427	   77.2707
      77.0	    1.0425	   78.5036
      78.0	    1.0424	   79.7314
      79.0	    1.0424	   80.9546
      80.0	    1.0426	   82.1737
      81.0	    1.0429	   83.3895
      82.0	    1.0433	   84.6024
      83.0	    1.0438	   85.8132
      84.0	    1.0444	   87.0224
      85.0	    1.0451	   88.2307
      86.0	    1.0458	   89.4386
      87.0	    1.0465	   90.6468
      88.0	    1.0471	   91.8556
      89.0	    1.0477	   93.0654
      90.0	    1.0481	   94.2767
      91.0	    1.0484	   95.4895
      92.0	    1.0485	   96.7041
      93.0	    1.0483	   97.9206
      94.0	    1.0479	   99.1389
      95.0	    1.0472	  100.3592
      96.0	    1.0462	  101.5816
      97.0	    1.0449	  102.8061
      98.0	    1.0433	  104.0332
      99.0	    1.0415	  105.2631
     100.0	    1.0394	  106.4962
     101.0	    1.0371	  107.7332
     102.0	    1.0347	  108.9747
     103.0	    1.0320	  110.2214
     104.0	    1.0293	  111.4741
     105.0	    1.0265	  112.7338
     106.0	    1.0236	  114.0014
     107.0	    1.0208	  115.2781
     108.0	    1.0179	  116.5649
     109.0	    1.0152	  117.8631
     110.0	    1.0125	  119.1741
     111.0	    1.0100	  120.4992
     112.0	    1.0077	  121.8399
     113.0	    1.0055	  123.1978
     114.0	    1.0037	  124.5745
     115.0	    1.0020	  125.9714
     116.0	    1.0008	  127.3900
