    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9124	   -0.2366
       1.0	    0.9124	   -0.2036
       2.0	    0.9122	   -0.1045
       3.0	    0.9119	    0.0604
       4.0	    0.9114	    0.2914
       5.0	    0.9107	    0.5882
       6.0	    0.9099	    0.9509
       6.0	    1.0479	   -0.1359
       7.0	    1.0470	    0.3606
       8.0	    1.0460	    0.8595
       9.0	    1.0449	    1.3617
      10.0	    1.0439	    1.8676
      11.0	    1.0428	    2.3781
      12.0	    1.0417	    2.8939
      13.0	    1.0407	    3.4155
      14.0	    1.0397	    3.9436
      15.0	    1.0389	    4.4785
      16.0	    1.0381	    5.0208
      17.0	    1.0373	    5.5708
      18.0	    1.0367	    6.1288
      19.0	    1.0362	    6.6948
      20.0	    1.0359	    7.2691
      21.0	    1.0356	    7.8517
      22.0	    1.0355	    8.4426
      23.0	    1.0355	    9.0417
      24.0	    1.0356	    9.6490
      25.0	    1.0358	   10.2643
      26.0	    1.0361	   10.8875
      27.0	    1.0365	   11.5185
      28.0	    1.0370	   12.1571
      29.0	    1.0376	   12.8032
      30.0	    1.0382	   13.4565
      31.0	    1.0389	   14.1170
      32.0	    1.0397	   14.7844
      33.0	    1.0404	   15.4586
      34.0	    1.0412	   16.1393
      35.0	    1.0420	   16.8264
      36.0	    1.0428	   17.5196
      37.0	    1.0435	   18.2187
      38.0	    1.0442	   18.9236
      39.0	    1.0449	   19.6339
      40.0	    1.0456	   20.3494
      41.0	    1.0462	   21.0698
      42.0	    1.0467	   21.7947
      43.0	    1.0473	   22.5238
      44.0	    1.0478	   23.2568
      45.0	    1.0482	   23.9930
      46.0	    1.0486	   24.7322
      47.0	    1.0490	   25.4738
      48.0	    1.0493	   26.2171
      49.0	    1.0496	   26.9617
      50.0	    1.0499	   27.7070
      51.0	    1.0502	   28.4524
      52.0	    1.0504	   29.1973
      53.0	    1.0506	   29.9410
      54.0	    1.0508	   30.6831
      55.0	    1.0509	   31.4230
      56.0	    1.0510	   32.1601
      57.0	    1.0511	   32.8941
      58.0	    1.0512	   33.6245
      59.0	    1.0512	   34.3509
      60.0	    1.0512	   35.0730
      61.0	    1.0512	   35.7905
      62.0	    1.0512	   36.5031
      63.0	    1.0512	   37.2109
      64.0	    1.0512	   37.9135
      65.0	    1.0512	   38.6110
      66.0	    1.0512	   39.3034
      67.0	    1.0513	   39.9908
      68.0	    1.0513	   40.6734
      69.0	    1.0514	   41.3513
      70.0	    1.0514	   42.0247
      71.0	    1.0515	   42.6941
      72.0	    1.0515	   43.3596
      73.0	    1.0516	   44.0218
      74.0	    1.0516	   44.6809
      75.0	    1.0517	   45.3374
      76.0	    1.0517	   45.9917
      77.0	    1.0516	   46.6442
      78.0	    1.0515	   47.2954
      79.0	    1.0514	   47.9457
      80.0	    1.0512	   48.5954
      81.0	    1.0510	   49.2450
      82.0	    1.0507	   49.8948
      83.0	    1.0504	   50.5453
      84.0	    1.0500	   51.1968
      85.0	    1.0495	   51.8496
      86.0	    1.0490	   52.5040
      87.0	    1.0484	   53.1602
      88.0	    1.0478	   53.8186
      89.0	    1.0471	   54.4794
      90.0	    1.0464	   55.1427
      91.0	    1.0456	   55.8089
      92.0	    1.0448	   56.4780
      93.0	    1.0440	   57.1504
      94.0	    1.0432	   57.8263
      95.0	    1.0424	   58.5058
      96.0	    1.0416	   59.1893
      97.0	    1.0408	   59.8772
      98.0	    1.0401	   60.5697
      99.0	    1.0393	   61.2671
     100.0	    1.0387	   61.9700
     101.0	    1.0381	   62.6787
     102.0	    1.0376	   63.3937
     103.0	    1.0371	   64.1153
     104.0	    1.0368	   64.8441
     105.0	    1.0365	   65.5805
     106.0	    1.0363	   66.3250
     107.0	    1.0362	   67.0780
     108.0	    1.0362	   67.8399
     109.0	    1.0363	   68.6111
     110.0	    1.0364	   69.3921
     111.0	    1.0367	   70.1831
     112.0	    1.0371	   70.9845
     113.0	    1.0375	   71.7966
     114.0	    1.0380	   72.6194
     115.0	    1.0386	   73.4531
     116.0	    1.0393	   74.2976
