    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9033	   -0.1049
       1.0	    0.9032	   -0.0715
       2.0	    0.9030	    0.0287
       3.0	    0.9027	    0.1956
       4.0	    0.9023	    0.4292
       5.0	    0.9017	    0.7293
       6.0	    0.9009	    1.0959
       6.0	    1.0483	   -0.1340
       7.0	    1.0474	    0.3530
       8.0	    1.0464	    0.8417
       9.0	    1.0455	    1.3326
      10.0	    1.0444	    1.8261
      11.0	    1.0434	    2.3228
      12.0	    1.0424	    2.8231
      13.0	    1.0414	    3.3275
      14.0	    1.0405	    3.8365
      15.0	    1.0396	    4.3503
      16.0	    1.0389	    4.8693
      17.0	    1.0382	    5.3938
      18.0	    1.0376	    5.9240
      19.0	    1.0371	    6.4599
      20.0	    1.0367	    7.0018
      21.0	    1.0364	    7.5496
      22.0	    1.0362	    8.1035
      23.0	    1.0361	    8.6634
      24.0	    1.0361	    9.2293
      25.0	    1.0363	    9.8014
      26.0	    1.0365	   10.3796
      27.0	    1.0368	   10.9640
      28.0	    1.0372	   11.5546
      29.0	    1.0377	   12.1515
      30.0	    1.0382	   12.7548
      31.0	    1.0388	   13.3645
      32.0	    1.0394	   13.9806
      33.0	    1.0400	   14.6034
      34.0	    1.0407	   15.2327
      35.0	    1.0414	   15.8686
      36.0	    1.0421	   16.5112
      37.0	    1.0428	   17.1603
      38.0	    1.0435	   17.8160
      39.0	    1.0442	   18.4780
      40.0	    1.0448	   19.1464
      41.0	    1.0455	   19.8208
      42.0	    1.0461	   20.5010
      43.0	    1.0467	   21.1868
      44.0	    1.0473	   21.8777
      45.0	    1.0478	   22.5733
      46.0	    1.0483	   23.2732
      47.0	    1.0488	   23.9769
      48.0	    1.0493	   24.6837
      49.0	    1.0497	   25.3930
      50.0	    1.0501	   26.1042
      51.0	    1.0505	   26.8165
      52.0	    1.0508	   27.5294
      53.0	    1.0511	   28.2420
      54.0	    1.0513	   28.9537
      55.0	    1.0516	   29.6639
      56.0	    1.0518	   30.3717
      57.0	    1.0519	   31.0766
      58.0	    1.0520	   31.7780
      59.0	    1.0521	   32.4754
      60.0	    1.0522	   33.1683
      61.0	    1.0522	   33.8561
      62.0	    1.0522	   34.5386
      63.0	    1.0522	   35.2153
      64.0	    1.0522	   35.8861
      65.0	    1.0522	   36.5508
      66.0	    1.0522	   37.2092
      67.0	    1.0522	   37.8613
      68.0	    1.0522	   38.5072
      69.0	    1.0522	   39.1468
      70.0	    1.0522	   39.7805
      71.0	    1.0522	   40.4084
      72.0	    1.0522	   41.0308
      73.0	    1.0522	   41.6481
      74.0	    1.0521	   42.2606
      75.0	    1.0521	   42.8687
      76.0	    1.0520	   43.4730
      77.0	    1.0519	   44.0739
      78.0	    1.0517	   44.6719
      79.0	    1.0515	   45.2675
      80.0	    1.0513	   45.8613
      81.0	    1.0511	   46.4537
      82.0	    1.0508	   47.0452
      83.0	    1.0505	   47.6363
      84.0	    1.0501	   48.2276
      85.0	    1.0497	   48.8195
      86.0	    1.0493	   49.4123
      87.0	    1.0488	   50.0065
      88.0	    1.0483	   50.6026
      89.0	    1.0478	   51.2008
      90.0	    1.0473	   51.8015
      91.0	    1.0467	   52.4050
      92.0	    1.0461	   53.0115
      93.0	    1.0454	   53.6215
      94.0	    1.0448	   54.2350
      95.0	    1.0441	   54.8526
      96.0	    1.0434	   55.4743
      97.0	    1.0427	   56.1005
      98.0	    1.0420	   56.7315
      99.0	    1.0414	   57.3676
     100.0	    1.0407	   58.0091
     101.0	    1.0401	   58.6563
     102.0	    1.0395	   59.3097
     103.0	    1.0389	   59.9694
     104.0	    1.0384	   60.6358
     105.0	    1.0380	   61.3094
     106.0	    1.0376	   61.9904
     107.0	    1.0373	   62.6793
     108.0	    1.0371	   63.3762
     109.0	    1.0369	   64.0816
     110.0	    1.0369	   64.7957
     111.0	    1.0369	   65.5189
     112.0	    1.0370	   66.2513
     113.0	    1.0372	   66.9931
     114.0	    1.0375	   67.7445
     115.0	    1.0379	   68.5053
     116.0	    1.0384	   69.2757
