    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8580	    0.1204
       1.0	    0.8579	    0.1590
       2.0	    0.8577	    0.2748
       3.0	    0.8572	    0.4677
       4.0	    0.8566	    0.7376
       5.0	    0.8557	    1.0841
       6.0	    0.8546	    1.5069
       6.0	    1.0504	    0.4205
       7.0	    1.0490	    1.0234
       8.0	    1.0475	    1.6290
       9.0	    1.0460	    2.2377
      10.0	    1.0444	    2.8501
      11.0	    1.0428	    3.4664
      12.0	    1.0413	    4.0872
      13.0	    1.0398	    4.7128
      14.0	    1.0384	    5.3435
      15.0	    1.0371	    5.9796
      16.0	    1.0360	    6.6213
      17.0	    1.0350	    7.2687
      18.0	    1.0341	    7.9219
      19.0	    1.0334	    8.5810
      20.0	    1.0328	    9.2461
      21.0	    1.0325	    9.9172
      22.0	    1.0323	   10.5944
      23.0	    1.0322	   11.2778
      24.0	    1.0323	   11.9676
      25.0	    1.0326	   12.6641
      26.0	    1.0331	   13.3675
      27.0	    1.0337	   14.0781
      28.0	    1.0344	   14.7962
      29.0	    1.0352	   15.5223
      30.0	    1.0361	   16.2567
      31.0	    1.0371	   16.9997
      32.0	    1.0382	   17.7516
      33.0	    1.0393	   18.5127
      34.0	    1.0404	   19.2833
      35.0	    1.0416	   20.0634
      36.0	    1.0427	   20.8533
      37.0	    1.0438	   21.6529
      38.0	    1.0449	   22.4622
      39.0	    1.0459	   23.2811
      40.0	    1.0468	   24.1093
      41.0	    1.0477	   24.9466
      42.0	    1.0486	   25.7925
      43.0	    1.0493	   26.6465
      44.0	    1.0500	   27.5079
      45.0	    1.0507	   28.3761
      46.0	    1.0513	   29.2501
      47.0	    1.0518	   30.1289
      48.0	    1.0523	   31.0116
      49.0	    1.0527	   31.8970
      50.0	    1.0531	   32.7839
      51.0	    1.0535	   33.6711
      52.0	    1.0538	   34.5574
      53.0	    1.0541	   35.4415
      54.0	    1.0543	   36.3224
      55.0	    1.0545	   37.1988
      56.0	    1.0546	   38.0698
      57.0	    1.0547	   38.9344
      58.0	    1.0548	   39.7918
      59.0	    1.0548	   40.6414
      60.0	    1.0548	   41.4826
      61.0	    1.0548	   42.3150
      62.0	    1.0548	   43.1385
      63.0	    1.0547	   43.9529
      64.0	    1.0547	   44.7584
      65.0	    1.0547	   45.5553
      66.0	    1.0546	   46.3440
      67.0	    1.0546	   47.1251
      68.0	    1.0546	   47.8992
      69.0	    1.0547	   48.6673
      70.0	    1.0547	   49.4303
      71.0	    1.0547	   50.1891
      72.0	    1.0548	   50.9449
      73.0	    1.0548	   51.6986
      74.0	    1.0549	   52.4515
      75.0	    1.0549	   53.2045
      76.0	    1.0549	   53.9588
      77.0	    1.0548	   54.7152
      78.0	    1.0547	   55.4748
      79.0	    1.0546	   56.2382
      80.0	    1.0545	   57.0062
      81.0	    1.0543	   57.7794
      82.0	    1.0540	   58.5583
      83.0	    1.0537	   59.3433
      84.0	    1.0534	   60.1346
      85.0	    1.0529	   60.9322
      86.0	    1.0524	   61.7361
      87.0	    1.0518	   62.5462
      88.0	    1.0510	   63.3621
      89.0	    1.0502	   64.1834
      90.0	    1.0493	   65.0095
      91.0	    1.0483	   65.8400
      92.0	    1.0472	   66.6740
      93.0	    1.0460	   67.5111
      94.0	    1.0448	   68.3504
      95.0	    1.0435	   69.1916
      96.0	    1.0421	   70.0340
      97.0	    1.0408	   70.8773
      98.0	    1.0395	   71.7212
      99.0	    1.0382	   72.5655
     100.0	    1.0371	   73.4102
     101.0	    1.0360	   74.2554
     102.0	    1.0350	   75.1015
     103.0	    1.0341	   75.9486
     104.0	    1.0334	   76.7975
     105.0	    1.0328	   77.6485
     106.0	    1.0324	   78.5026
     107.0	    1.0322	   79.3604
     108.0	    1.0321	   80.2229
     109.0	    1.0322	   81.0911
     110.0	    1.0324	   81.9660
     111.0	    1.0328	   82.8486
     112.0	    1.0334	   83.7402
     113.0	    1.0341	   84.6418
     114.0	    1.0349	   85.5543
     115.0	    1.0358	   86.4788
     116.0	    1.0369	   87.4159
