    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8948	   -0.0563
       1.0	    0.8948	   -0.0219
       2.0	    0.8946	    0.0814
       3.0	    0.8942	    0.2535
       4.0	    0.8938	    0.4943
       5.0	    0.8931	    0.8036
       6.0	    0.8923	    1.1812
       6.0	    1.0481	   -0.0545
       7.0	    1.0471	    0.4589
       8.0	    1.0461	    0.9740
       9.0	    1.0450	    1.4915
      10.0	    1.0438	    2.0119
      11.0	    1.0427	    2.5357
      12.0	    1.0416	    3.0634
      13.0	    1.0405	    3.5957
      14.0	    1.0395	    4.1329
      15.0	    1.0385	    4.6754
      16.0	    1.0376	    5.2237
      17.0	    1.0368	    5.7780
      18.0	    1.0362	    6.3384
      19.0	    1.0356	    6.9053
      20.0	    1.0352	    7.4786
      21.0	    1.0348	    8.0584
      22.0	    1.0346	    8.6449
      23.0	    1.0345	    9.2379
      24.0	    1.0346	    9.8376
      25.0	    1.0347	   10.4439
      26.0	    1.0350	   11.0569
      27.0	    1.0353	   11.6766
      28.0	    1.0357	   12.3030
      29.0	    1.0363	   12.9363
      30.0	    1.0368	   13.5765
      31.0	    1.0375	   14.2237
      32.0	    1.0382	   14.8778
      33.0	    1.0389	   15.5390
      34.0	    1.0397	   16.2074
      35.0	    1.0405	   16.8828
      36.0	    1.0413	   17.5653
      37.0	    1.0420	   18.2549
      38.0	    1.0428	   18.9515
      39.0	    1.0436	   19.6549
      40.0	    1.0443	   20.3651
      41.0	    1.0450	   21.0817
      42.0	    1.0457	   21.8045
      43.0	    1.0464	   22.5333
      44.0	    1.0470	   23.2676
      45.0	    1.0476	   24.0069
      46.0	    1.0481	   24.7508
      47.0	    1.0487	   25.4987
      48.0	    1.0491	   26.2499
      49.0	    1.0496	   27.0039
      50.0	    1.0500	   27.7598
      51.0	    1.0504	   28.5170
      52.0	    1.0507	   29.2748
      53.0	    1.0510	   30.0322
      54.0	    1.0513	   30.7887
      55.0	    1.0515	   31.5435
      56.0	    1.0516	   32.2959
      57.0	    1.0518	   33.0452
      58.0	    1.0519	   33.7907
      59.0	    1.0519	   34.5320
      60.0	    1.0520	   35.2684
      61.0	    1.0520	   35.9996
      62.0	    1.0520	   36.7250
      63.0	    1.0520	   37.4444
      64.0	    1.0519	   38.1574
      65.0	    1.0519	   38.8640
      66.0	    1.0519	   39.5639
      67.0	    1.0519	   40.2572
      68.0	    1.0519	   40.9438
      69.0	    1.0519	   41.6239
      70.0	    1.0519	   42.2977
      71.0	    1.0519	   42.9653
      72.0	    1.0519	   43.6272
      73.0	    1.0519	   44.2837
      74.0	    1.0519	   44.9352
      75.0	    1.0519	   45.5821
      76.0	    1.0518	   46.2250
      77.0	    1.0517	   46.8644
      78.0	    1.0516	   47.5007
      79.0	    1.0514	   48.1346
      80.0	    1.0512	   48.7666
      81.0	    1.0510	   49.3972
      82.0	    1.0507	   50.0269
      83.0	    1.0504	   50.6563
      84.0	    1.0501	   51.2859
      85.0	    1.0497	   51.9161
      86.0	    1.0492	   52.5474
      87.0	    1.0488	   53.1803
      88.0	    1.0482	   53.8151
      89.0	    1.0477	   54.4522
      90.0	    1.0471	   55.0919
      91.0	    1.0464	   55.7345
      92.0	    1.0458	   56.3804
      93.0	    1.0451	   57.0298
      94.0	    1.0443	   57.6831
      95.0	    1.0436	   58.3405
      96.0	    1.0428	   59.0023
      97.0	    1.0420	   59.6688
      98.0	    1.0413	   60.3403
      99.0	    1.0405	   61.0172
     100.0	    1.0398	   61.6998
     101.0	    1.0390	   62.3885
     102.0	    1.0384	   63.0836
     103.0	    1.0377	   63.7855
     104.0	    1.0372	   64.4945
     105.0	    1.0367	   65.2111
     106.0	    1.0362	   65.9357
     107.0	    1.0359	   66.6686
     108.0	    1.0356	   67.4101
     109.0	    1.0354	   68.1608
     110.0	    1.0353	   68.9209
     111.0	    1.0354	   69.6906
     112.0	    1.0355	   70.4704
     113.0	    1.0357	   71.2603
     114.0	    1.0360	   72.0605
     115.0	    1.0365	   72.8711
     116.0	    1.0370	   73.6920
