    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9007	   -0.1406
       1.0	    0.9006	   -0.1069
       2.0	    0.9004	   -0.0060
       3.0	    0.9001	    0.1621
       4.0	    0.8996	    0.3974
       5.0	    0.8989	    0.6997
       6.0	    0.8981	    1.0689
       6.0	    1.0478	   -0.1143
       7.0	    1.0469	    0.3929
       8.0	    1.0458	    0.9018
       9.0	    1.0447	    1.4130
      10.0	    1.0436	    1.9272
      11.0	    1.0425	    2.4450
      12.0	    1.0413	    2.9670
      13.0	    1.0403	    3.4938
      14.0	    1.0392	    4.0260
      15.0	    1.0382	    4.5641
      16.0	    1.0374	    5.1083
      17.0	    1.0366	    5.6592
      18.0	    1.0359	    6.2170
      19.0	    1.0353	    6.7818
      20.0	    1.0348	    7.3538
      21.0	    1.0344	    7.9332
      22.0	    1.0341	    8.5201
      23.0	    1.0340	    9.1144
      24.0	    1.0339	    9.7163
      25.0	    1.0340	   10.3259
      26.0	    1.0341	   10.9432
      27.0	    1.0344	   11.5682
      28.0	    1.0347	   12.2011
      29.0	    1.0352	   12.8419
      30.0	    1.0357	   13.4908
      31.0	    1.0362	   14.1476
      32.0	    1.0369	   14.8125
      33.0	    1.0375	   15.4855
      34.0	    1.0382	   16.1666
      35.0	    1.0390	   16.8558
      36.0	    1.0398	   17.5529
      37.0	    1.0405	   18.2579
      38.0	    1.0413	   18.9707
      39.0	    1.0421	   19.6910
      40.0	    1.0429	   20.4188
      41.0	    1.0437	   21.1537
      42.0	    1.0444	   21.8954
      43.0	    1.0451	   22.6436
      44.0	    1.0459	   23.3979
      45.0	    1.0465	   24.1578
      46.0	    1.0472	   24.9227
      47.0	    1.0478	   25.6921
      48.0	    1.0484	   26.4654
      49.0	    1.0489	   27.2417
      50.0	    1.0494	   28.0205
      51.0	    1.0499	   28.8009
      52.0	    1.0503	   29.5821
      53.0	    1.0507	   30.3634
      54.0	    1.0510	   31.1439
      55.0	    1.0513	   31.9231
      56.0	    1.0515	   32.7000
      57.0	    1.0517	   33.4740
      58.0	    1.0518	   34.2444
      59.0	    1.0519	   35.0108
      60.0	    1.0520	   35.7725
      61.0	    1.0520	   36.5290
      62.0	    1.0520	   37.2800
      63.0	    1.0520	   38.0250
      64.0	    1.0520	   38.7638
      65.0	    1.0519	   39.4961
      66.0	    1.0519	   40.2219
      67.0	    1.0519	   40.9410
      68.0	    1.0518	   41.6534
      69.0	    1.0518	   42.3593
      70.0	    1.0518	   43.0588
      71.0	    1.0517	   43.7520
      72.0	    1.0517	   44.4394
      73.0	    1.0517	   45.1212
      74.0	    1.0516	   45.7979
      75.0	    1.0515	   46.4699
      76.0	    1.0515	   47.1378
      77.0	    1.0514	   47.8019
      78.0	    1.0512	   48.4629
      79.0	    1.0511	   49.1213
      80.0	    1.0509	   49.7777
      81.0	    1.0507	   50.4325
      82.0	    1.0505	   51.0863
      83.0	    1.0502	   51.7396
      84.0	    1.0500	   52.3929
      85.0	    1.0496	   53.0467
      86.0	    1.0493	   53.7014
      87.0	    1.0489	   54.3574
      88.0	    1.0485	   55.0152
      89.0	    1.0480	   55.6750
      90.0	    1.0475	   56.3372
      91.0	    1.0469	   57.0021
      92.0	    1.0463	   57.6700
      93.0	    1.0457	   58.3411
      94.0	    1.0450	   59.0159
      95.0	    1.0442	   59.6944
      96.0	    1.0434	   60.3770
      97.0	    1.0426	   61.0640
      98.0	    1.0418	   61.7557
      99.0	    1.0409	   62.4525
     100.0	    1.0401	   63.1547
     101.0	    1.0393	   63.8627
     102.0	    1.0385	   64.5769
     103.0	    1.0377	   65.2977
     104.0	    1.0370	   66.0255
     105.0	    1.0364	   66.7608
     106.0	    1.0358	   67.5041
     107.0	    1.0353	   68.2557
     108.0	    1.0348	   69.0162
     109.0	    1.0345	   69.7860
     110.0	    1.0343	   70.5654
     111.0	    1.0342	   71.3549
     112.0	    1.0341	   72.1549
     113.0	    1.0342	   72.9655
     114.0	    1.0345	   73.7870
     115.0	    1.0348	   74.6195
     116.0	    1.0352	   75.4632
