    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.8873	   -0.0306
       1.0	    0.8872	    0.0044
       2.0	    0.8870	    0.1094
       3.0	    0.8866	    0.2843
       4.0	    0.8861	    0.5289
       5.0	    0.8855	    0.8431
       6.0	    0.8846	    1.2265
       6.0	    1.0476	   -0.0612
       7.0	    1.0466	    0.4702
       8.0	    1.0454	    1.0030
       9.0	    1.0443	    1.5380
      10.0	    1.0431	    2.0759
      11.0	    1.0419	    2.6173
      12.0	    1.0407	    3.1630
      13.0	    1.0396	    3.7136
      14.0	    1.0385	    4.2698
      15.0	    1.0375	    4.8321
      16.0	    1.0366	    5.4011
      17.0	    1.0358	    5.9772
      18.0	    1.0351	    6.5608
      19.0	    1.0346	    7.1522
      20.0	    1.0342	    7.7516
      21.0	    1.0339	    8.3593
      22.0	    1.0338	    8.9754
      23.0	    1.0338	    9.6000
      24.0	    1.0339	   10.2331
      25.0	    1.0341	   10.8748
      26.0	    1.0345	   11.5252
      27.0	    1.0350	   12.1842
      28.0	    1.0355	   12.8519
      29.0	    1.0362	   13.5282
      30.0	    1.0369	   14.2132
      31.0	    1.0376	   14.9067
      32.0	    1.0384	   15.6086
      33.0	    1.0392	   16.3189
      34.0	    1.0401	   17.0374
      35.0	    1.0409	   17.7640
      36.0	    1.0418	   18.4983
      37.0	    1.0426	   19.2402
      38.0	    1.0434	   19.9894
      39.0	    1.0441	   20.7454
      40.0	    1.0448	   21.5080
      41.0	    1.0455	   22.2767
      42.0	    1.0461	   23.0510
      43.0	    1.0467	   23.8305
      44.0	    1.0472	   24.6144
      45.0	    1.0477	   25.4023
      46.0	    1.0482	   26.1934
      47.0	    1.0486	   26.9870
      48.0	    1.0490	   27.7825
      49.0	    1.0493	   28.5791
      50.0	    1.0496	   29.3759
      51.0	    1.0499	   30.1723
      52.0	    1.0501	   30.9674
      53.0	    1.0503	   31.7606
      54.0	    1.0505	   32.5512
      55.0	    1.0507	   33.3385
      56.0	    1.0508	   34.1219
      57.0	    1.0509	   34.9009
      58.0	    1.0509	   35.6751
      59.0	    1.0510	   36.4440
      60.0	    1.0510	   37.2073
      61.0	    1.0510	   37.9647
      62.0	    1.0510	   38.7162
      63.0	    1.0510	   39.4616
      64.0	    1.0510	   40.2009
      65.0	    1.0510	   40.9341
      66.0	    1.0511	   41.6614
      67.0	    1.0511	   42.3829
      68.0	    1.0512	   43.0990
      69.0	    1.0512	   43.8099
      70.0	    1.0513	   44.5159
      71.0	    1.0514	   45.2175
      72.0	    1.0515	   45.9151
      73.0	    1.0516	   46.6091
      74.0	    1.0517	   47.3001
      75.0	    1.0517	   47.9884
      76.0	    1.0517	   48.6744
      77.0	    1.0517	   49.3588
      78.0	    1.0516	   50.0418
      79.0	    1.0515	   50.7239
      80.0	    1.0513	   51.4056
      81.0	    1.0510	   52.0871
      82.0	    1.0507	   52.7688
      83.0	    1.0503	   53.4511
      84.0	    1.0498	   54.1342
      85.0	    1.0493	   54.8185
      86.0	    1.0487	   55.5042
      87.0	    1.0481	   56.1914
      88.0	    1.0474	   56.8806
      89.0	    1.0466	   57.5717
      90.0	    1.0458	   58.2652
      91.0	    1.0449	   58.9610
      92.0	    1.0441	   59.6595
      93.0	    1.0432	   60.3608
      94.0	    1.0423	   61.0653
      95.0	    1.0414	   61.7732
      96.0	    1.0405	   62.4848
      97.0	    1.0396	   63.2005
      98.0	    1.0388	   63.9207
      99.0	    1.0380	   64.6459
     100.0	    1.0373	   65.3765
     101.0	    1.0367	   66.1132
     102.0	    1.0361	   66.8564
     103.0	    1.0357	   67.6066
     104.0	    1.0353	   68.3646
     105.0	    1.0350	   69.1309
     106.0	    1.0348	   69.9060
     107.0	    1.0347	   70.6905
     108.0	    1.0347	   71.4851
     109.0	    1.0348	   72.2901
     110.0	    1.0350	   73.1062
     111.0	    1.0353	   73.9337
     112.0	    1.0357	   74.7732
     113.0	    1.0362	   75.6247
     114.0	    1.0367	   76.4887
     115.0	    1.0374	   77.3652
     116.0	    1.0381	   78.2542
