    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9069	   -0.1481
       1.0	    0.9068	   -0.1157
       2.0	    0.9066	   -0.0187
       3.0	    0.9064	    0.1431
       4.0	    0.9060	    0.3695
       5.0	    0.9054	    0.6604
       6.0	    0.9047	    1.0157
       6.0	    1.0488	   -0.1994
       7.0	    1.0480	    0.2637
       8.0	    1.0471	    0.7285
       9.0	    1.0462	    1.1952
      10.0	    1.0453	    1.6645
      11.0	    1.0444	    2.1366
      12.0	    1.0435	    2.6122
      13.0	    1.0426	    3.0915
      14.0	    1.0418	    3.5751
      15.0	    1.0411	    4.0632
      16.0	    1.0404	    4.5562
      17.0	    1.0398	    5.0542
      18.0	    1.0393	    5.5575
      19.0	    1.0389	    6.0662
      20.0	    1.0386	    6.5803
      21.0	    1.0384	    7.1001
      22.0	    1.0383	    7.6254
      23.0	    1.0383	    8.1564
      24.0	    1.0384	    8.6930
      25.0	    1.0386	    9.2353
      26.0	    1.0388	    9.7833
      27.0	    1.0392	   10.3370
      28.0	    1.0396	   10.8965
      29.0	    1.0400	   11.4618
      30.0	    1.0405	   12.0330
      31.0	    1.0411	   12.6100
      32.0	    1.0416	   13.1931
      33.0	    1.0422	   13.7822
      34.0	    1.0428	   14.3773
      35.0	    1.0434	   14.9784
      36.0	    1.0440	   15.5855
      37.0	    1.0446	   16.1986
      38.0	    1.0452	   16.8175
      39.0	    1.0458	   17.4422
      40.0	    1.0464	   18.0724
      41.0	    1.0469	   18.7080
      42.0	    1.0474	   19.3487
      43.0	    1.0479	   19.9942
      44.0	    1.0483	   20.6441
      45.0	    1.0488	   21.2980
      46.0	    1.0492	   21.9555
      47.0	    1.0496	   22.6159
      48.0	    1.0499	   23.2789
      49.0	    1.0503	   23.9437
      50.0	    1.0506	   24.6099
      51.0	    1.0509	   25.2766
      52.0	    1.0512	   25.9433
      53.0	    1.0514	   26.6094
      54.0	    1.0516	   27.2741
      55.0	    1.0518	   27.9369
      56.0	    1.0519	   28.5971
      57.0	    1.0521	   29.2541
      58.0	    1.0522	   29.9075
      59.0	    1.0523	   30.5566
      60.0	    1.0523	   31.2012
      61.0	    1.0524	   31.8407
      62.0	    1.0524	   32.4748
      63.0	    1.0524	   33.1032
      64.0	    1.0525	   33.7258
      65.0	    1.0525	   34.3423
      66.0	    1.0525	   34.9528
      67.0	    1.0525	   35.5571
      68.0	    1.0526	   36.1553
      69.0	    1.0526	   36.7475
      70.0	    1.0526	   37.3340
      71.0	    1.0526	   37.9150
      72.0	    1.0526	   38.4907
      73.0	    1.0526	   39.0615
      74.0	    1.0525	   39.6278
      75.0	    1.0524	   40.1900
      76.0	    1.0523	   40.7486
      77.0	    1.0522	   41.3039
      78.0	    1.0520	   41.8566
      79.0	    1.0518	   42.4071
      80.0	    1.0516	   42.9558
      81.0	    1.0513	   43.5034
      82.0	    1.0510	   44.0502
      83.0	    1.0506	   44.5969
      84.0	    1.0503	   45.1437
      85.0	    1.0498	   45.6913
      86.0	    1.0494	   46.2401
      87.0	    1.0489	   46.7903
      88.0	    1.0484	   47.3425
      89.0	    1.0479	   47.8970
      90.0	    1.0473	   48.4541
      91.0	    1.0467	   49.0142
      92.0	    1.0462	   49.5775
      93.0	    1.0456	   50.1443
      94.0	    1.0450	   50.7150
      95.0	    1.0444	   51.2897
      96.0	    1.0438	   51.8689
      97.0	    1.0432	   52.4526
      98.0	    1.0427	   53.0412
      99.0	    1.0421	   53.6351
     100.0	    1.0416	   54.2344
     101.0	    1.0411	   54.8394
     102.0	    1.0407	   55.4505
     103.0	    1.0403	   56.0679
     104.0	    1.0399	   56.6919
     105.0	    1.0397	   57.3228
     106.0	    1.0394	   57.9610
     107.0	    1.0393	   58.6066
     108.0	    1.0392	   59.2599
     109.0	    1.0392	   59.9212
     110.0	    1.0392	   60.5908
     111.0	    1.0394	   61.2687
     112.0	    1.0396	   61.9552
     113.0	    1.0399	   62.6503
     114.0	    1.0402	   63.3541
     115.0	    1.0407	   64.0665
     116.0	    1.0412	   64.7875
