    * 节点"BUS-1    100.0"输出数据列表
     ===============================
      时间   	 正序电压 	 正序角度 
               	   (PU)   	   (度)   
       0.0	    1.0509	   -1.5957
       0.0	    0.9080	   -0.1529
       1.0	    0.9080	   -0.1206
       2.0	    0.9078	   -0.0238
       3.0	    0.9075	    0.1376
       4.0	    0.9071	    0.3634
       5.0	    0.9066	    0.6536
       6.0	    0.9059	    1.0082
       6.0	    1.0488	   -0.2031
       7.0	    1.0480	    0.2588
       8.0	    1.0471	    0.7223
       9.0	    1.0462	    1.1879
      10.0	    1.0453	    1.6559
      11.0	    1.0444	    2.1269
      12.0	    1.0435	    2.6012
      13.0	    1.0427	    3.0794
      14.0	    1.0419	    3.5618
      15.0	    1.0411	    4.0487
      16.0	    1.0405	    4.5404
      17.0	    1.0399	    5.0372
      18.0	    1.0394	    5.5393
      19.0	    1.0390	    6.0468
      20.0	    1.0387	    6.5597
      21.0	    1.0385	    7.0782
      22.0	    1.0384	    7.6023
      23.0	    1.0384	    8.1320
      24.0	    1.0385	    8.6673
      25.0	    1.0386	    9.2083
      26.0	    1.0389	    9.7549
      27.0	    1.0392	   10.3073
      28.0	    1.0396	   10.8654
      29.0	    1.0401	   11.4293
      30.0	    1.0406	   11.9990
      31.0	    1.0411	   12.5747
      32.0	    1.0417	   13.1562
      33.0	    1.0423	   13.7437
      34.0	    1.0429	   14.3373
      35.0	    1.0435	   14.9368
      36.0	    1.0441	   15.5423
      37.0	    1.0447	   16.1537
      38.0	    1.0452	   16.7709
      39.0	    1.0458	   17.3938
      40.0	    1.0464	   18.0223
      41.0	    1.0469	   18.6561
      42.0	    1.0474	   19.2950
      43.0	    1.0479	   19.9386
      44.0	    1.0483	   20.5867
      45.0	    1.0488	   21.2387
      46.0	    1.0492	   21.8943
      47.0	    1.0496	   22.5529
      48.0	    1.0499	   23.2139
      49.0	    1.0503	   23.8768
      50.0	    1.0506	   24.5411
      51.0	    1.0509	   25.2059
      52.0	    1.0512	   25.8707
      53.0	    1.0514	   26.5349
      54.0	    1.0516	   27.1977
      55.0	    1.0518	   27.8586
      56.0	    1.0520	   28.5170
      57.0	    1.0521	   29.1722
      58.0	    1.0522	   29.8238
      59.0	    1.0523	   30.4712
      60.0	    1.0523	   31.1140
      61.0	    1.0524	   31.7518
      62.0	    1.0524	   32.3842
      63.0	    1.0524	   33.0110
      64.0	    1.0525	   33.6319
      65.0	    1.0525	   34.2468
      66.0	    1.0525	   34.8556
      67.0	    1.0525	   35.4583
      68.0	    1.0526	   36.0550
      69.0	    1.0526	   36.6457
      70.0	    1.0526	   37.2307
      71.0	    1.0526	   37.8101
      72.0	    1.0526	   38.3843
      73.0	    1.0526	   38.9536
      74.0	    1.0525	   39.5184
      75.0	    1.0525	   40.0791
      76.0	    1.0524	   40.6361
      77.0	    1.0522	   41.1899
      78.0	    1.0520	   41.7410
      79.0	    1.0518	   42.2900
      80.0	    1.0516	   42.8372
      81.0	    1.0513	   43.3832
      82.0	    1.0510	   43.9284
      83.0	    1.0506	   44.4735
      84.0	    1.0503	   45.0188
      85.0	    1.0498	   45.5648
      86.0	    1.0494	   46.1119
      87.0	    1.0489	   46.6605
      88.0	    1.0484	   47.2111
      89.0	    1.0479	   47.7639
      90.0	    1.0473	   48.3194
      91.0	    1.0468	   48.8778
      92.0	    1.0462	   49.4395
      93.0	    1.0456	   50.0047
      94.0	    1.0450	   50.5737
      95.0	    1.0444	   51.1468
      96.0	    1.0438	   51.7242
      97.0	    1.0432	   52.3063
      98.0	    1.0427	   52.8933
      99.0	    1.0421	   53.4855
     100.0	    1.0416	   54.0831
     101.0	    1.0412	   54.6865
     102.0	    1.0407	   55.2959
     103.0	    1.0403	   55.9116
     104.0	    1.0400	   56.5340
     105.0	    1.0397	   57.1632
     106.0	    1.0395	   57.7996
     107.0	    1.0393	   58.4435
     108.0	    1.0393	   59.0951
     109.0	    1.0392	   59.7547
     110.0	    1.0393	   60.4224
     111.0	    1.0394	   61.0985
     112.0	    1.0396	   61.7831
     113.0	    1.0399	   62.4764
     114.0	    1.0403	   63.1782
     115.0	    1.0407	   63.8887
     116.0	    1.0413	   64.6076
